aaa	工艺
wfl	八十四
wfm	会同
wfn	伟
wfp	儒家
wfq	会馆
wfr	八十年代
wfs	分支机构
wft	什么
wfu	传递
wfv	传媒
wfw	伟人
wfx	佳绩
wfy	会议
wga	全区
wgb	例子
wgc	侄
wgd	全面
wge	愈
wgf	亼
wgg	仼
wgh	合眼
wgi	敛
wgj	便是
wgk	使
wgl	全国
wgm	债
wgn	佤
wgo	企事业单位
wgp	便宜
wgq	傲
wgr	余年
wgs	途
wgt	途径
wgu	全部
wgv	登录
wgw	命令
wgx	全乡
wgy	叙谈
wha	停止工作
whd	俳
whe	2
whf	风餐露宿
whg	修理
whh	众目睽睽
whj	倬
whk	修路
whl	候车
whn	修改
who	个数
whp	修补
whq	修饰
whr	个把
whs	借此机会
wht	悠
whu	个头
whv	修好
whw	个人
whx	佌
why	修订
wia	化学工业
wid	停滞不前
wie	依法办事
wif	化学元素
wig	从小到大
wii	依法治理
wij	八小时
wik	2
wim	全党同志
win	传染性
wio	贪污腐化
wip	傥
wiq	2
wir	储油罐
wis	合法权利
wit	化学物质
wiu	尒
wiw	依法追究刑事责任
wiy	㲻
wja	儤
wjd	介面
wje	2
wjf	伸进
wjg	介于
wjh	风景点
wji	假日酒店
wjj	倡
wjn	供电局
wjp	2
wjq	偶然
wjr	伸手
wjs	但要
wjt	供电系统
wjv	2
wjw	假冒伪劣商品
wjx	伸缩
wjy	假日旅游
wka	全员劳动生产率
wkb	保险
wkc	众口难调
wkd	促成
wke	保驾
wkf	促进
wkg	俣
wkh	仲
wki	保洁
wkj	保暖
wkk	侃
wkl	会员国
wkm	保山
wko	食品店
wkp	保安
wkq	促销
wkr	保持
wks	堡
wkt	保税
wku	保单
wkv	保姆
wkw	促使
wkx	集中统一
wky	命中率
wla	全国工商联
wlb	2
wld	全国三八红旗手
wle	侽
wlf	停车场
wlg	伵
wlh	俥
wli	2
wlj	2
wlk	2
wll	儽
wlm	2
wln	偲
wlp	全国冠军
wlq	㒔
wlr	侵略扩张
wls	2
wlt	全国各族人民
wlw	全国人大常委会
wlx	分界线
wly	传输方式
wma	@
wmb	会见了
wmd	⑴
wme	侧脸
wmf	仙境
wmg	伷
wmh	催眠
wmj	仚
wmk	」
wml	贪财图利
wmm	2
wmn	仙居
wmo	2
wmq	⑺
wms	◆
wmt	催生
wmu	2
wmw	⒌
wmx	2
wmy	●
wna	领导工作
wnb	颁发了
wnc	全局观念
wnd	人民大会堂
wne	便民服务
wnf	领导干部
wng	追求
wnh	似懂非懂
wni	人民法院
wnj	假冒
wnk	追踪
wnl	人民团体
wnm	领导岗位
wnn	㐶
wnp	人民军队
wnq	人民解放军
wnr	领导的
wns	领导机关
wnt	人民币
wnu	假装
wnv	人民群众
wnw	全心全意为人民服务
wnx	追缴
wny	伈
woa	儣
wob	儍
woc	2
wod	健康有序
woe	2
wof	停火协议
wog	风靡一时
woi	企业法
wok	创业史
wol	创业园
won	健康情况
woo	僗
wop	人类社会
wor	健康的
wos	2
wot	人类生活
wou	俯首
wov	傏
wow	伙伴
wox	企业经营承包制
woy	侎
wpa	住宅区
wpb	从实际情况出发
wpd	从容不迫
wpe	人定胜天
wpf	俒
wpg	追究刑事责任
wph	公安战士
wpi	人之常情
wpj	2
wpl	㑮
wpn	儜
wpo	2
wpp	传家宝
wpr	侦察兵
wps	住宅楼
wpt	贫穷和落后
wpu	公安部门
wpw	全社会
wpx	全神贯注
wpy	保守主义
wqa	低落
wqb	尣
wqd	低压
wqe	2
wqf	人多地少
wqg	低下
wqi	您
wqj	依然是
wqk	佝
wql	2
wqn	偶然性
wqo	低度
wqp	低空
wqq	合金钢
wqr	﹙
wqs	。
wqt	低等
wqu	低头
wqv	您好
wqw	低价
wqx	僧多粥少
wqy	集贸市场
wra	保护区
wrb	风险
wrc	风骚
wrd	保持克制
wre	售后服务
wrf	㒶
wrg	凰
wrh	㐿
wri	侏
wrj	风暴
wrk	风口
wrl	风车
wrm	釜山
wrn	今年以来
wro	风靡
wrp	风灾
wrq	傀
wrr	今年的
wrs	便携机
wrt	风向
wru	父亲
wrv	父女
wrw	爸爸
wrx	保护母亲河
wry	保护主义
wsa	何其
wsb	体院
wsd	分析研究
wsf	体协
wsg	価
wsh	价格上涨
wsi	何尝
wsj	何时
wsk	售票员
wsl	债权国
wsm	体贴
wsn	便可以
wso	烋
wsp	体察
wsq	体外
wsr	体操
wss	从根本上
wst	体积
wsu	休闲
wsw	价格低廉
wsy	体育
wta	任期
wtb	作了
wtc	人生观
wtd	几百
wte	作用
wtf	凭
wtg	几天
wth	亻
wti	值得注意
wtj	信息量
wtk	信息中心
wtl	俄国
wtm	作曲
wtn	仡
wto	创造精神
wtp	伤害
wtq	任免
wtr	几年
wts	优先权
wtt	＄
wtu	信息产业
wtv	依靠群众
wtw	几个
wtx	体系结构
wty	作为
wua	含辛茹苦
wub	位子
wud	伴有
wue	倍加
wuf	亿美元
wug	伴
wuh	2
wuj	偣
wuk	化妆品
wul	位置
wum	俯首帖耳
wun	位居
wuo	倍数
wup	2
wuq	佽
wur	登门拜访
wus	偤
wut	休养生息
wuu	创新意识
wuv	从善如流
wuw	从总体上
wux	代总统
wuy	人道主义
wva	分工
wvb	分院
wvc	伮
wvd	分布
wvf	分支
wvg	㚢
wvh	分步
wvi	分泌
wvj	分明
wvk	佋
wvl	贫困
wvm	岔
wvn	忿
wvo	分类
wvp	分之
wvq	分解
wvr	分担
wvs	分配
wvt	分行
wvu	分部
wvv	分娩
wvw	分会
wvx	分级
wvy	分为
wwa	坐落
wwb	伧
wwc	价值观
wwd	人大
wwe	佾
wwf	侩
wwg	偷
wwh	令人瞩目
wwi	人治
wwj	任何时候
wwk	欲
wwl	从轻
wwm	个人崇拜
wwn	怂
wwo	人数
wwp	人家
wwq	价钱
wwr	合作制
wws	人权
wwt	人物
wwu	人次
wwv	人群
www	人
wwx	集体经济
wwy	仈
wxa	华东
wxb	介绍了
wxc	传统观念
wxd	化石
wxe	货架
wxf	华南
wxg	华丽
wxi	倾注
wxj	华里
wxk	倾听
wxl	货轮
wxm	佛山
wxn	倾心
wxp	华容
wxq	倾销
wxr	㒙
wxs	货票
wxt	货物
wxu	化疗
wxw	华侨
wxx	仳
wxy	他强调
wya	储蓄
wyb	住院
wyc	领
wyd	Б
wye	食用
wyf	詧
wyg	隹
wyh	会议上
wyi	а
wyj	含量
wyk	售
wyl	停车
wym	偏见
wyn	含
wyo	鹪
wyp	住宅
wyq	停留
wyr	禽
wys	停机
wyt	伪
wyu	亽
wyv	全文如下
wyw	伉
wyx	集结
wyy	雠
xaa	经营范围
xab	经营承包责任制
xac	2
xad	经营有术
xae	繖
xaf	经营者
xag	红豆
xah	弬
xai	红光
xaj	红果
xak	红叶
xal	緢
xam	緓
xan	绁
xao	红灯
xap	红安
xaq	繱
xar	张牙舞爪
xas	经营权
xat	经营管理
xau	绕道
xaw	䌋
xay	经营方式
xba	2
xbc	䋼
xbd	2
xbe	2
xbf	♀
xbg	㝀
xbh	弢
xbi	2
xbj	2
xbl	2
xbn	毑
xbo	2
xbp	2
xbq	2
xbr	2
xbs	䋪
xbv	2
xbw	级风
xbx	㢽
xca	弪
xcb	2
xcc	经验
xcd	经验丰富
xcf	经验教训
xcg	经理
xch	2
xci	经常
xck	緿
xcl	2
xcm	经由
xcn	紦
xcq	经销
xcr	绝对的
xcs	2
xct	经验和教训
xcu	经验总结
xcw	绝对领导
xcx	经络
xcy	经商
xda	2
xdc	绝不能
xdd	强硬态度
xde	绑架
xdf	缛
xdg	縅
xdh	绝不止于此
xdi	䋘
xdj	絔
xdl	2
xdm	缅
xdn	紌
xdo	2
xdq	缅甸
xdr	绑扎
xds	弱不禁风
xdu	组成部分
xdv	强压怒火
xdw	綊
xdy	紎
xea	缓期
xeb	綒
xec	2
xed	绊脚石
xee	弸
xeg	缓
xeh	䌐
xej	绷紧
xek	绥中
xem	2
xeo	2
xep	绥宁
xeq	幼儿
xer	䌊
xet	糼
xeu	缓冲
xev	组建
xew	组件
xex	缓缓
xey	2
xfa	2
xfb	引进了
xfc	贯通
xfd	结石
xfe	2
xff	疆域
xfg	结束
xfh	㢨
xfi	頴
xfj	结晶
xfk	缬
xfm	结帐
xfn	纬
xfo	纬度
xfp	红十字会
xfq	引进外资
xfr	比去年同期增长
xfs	结核
xft	贯彻
xfu	结冰
xfv	续建
xfw	结合
xfx	绘声绘色
xfy	结论
xga	2
xgb	结束了
xgc	絰
xgd	㢧
xge	蠡
xgf	纡
xgg	统一到
xgh	絚
xgi	纷至沓来
xgj	絙
xgk	綀
xgl	统一思想
xgm	弻
xgn	统一性
xgo	缙
xgp	统一安排
xgq	绚丽多彩
xgr	强烈的
xgs	强烈要求
xgt	统一管理
xgu	统一部署
xgv	緁
xgw	纯化
xgx	统一经营
xgy	强烈谴责
xhc	㢭
xhd	比上不足
xhf	引起
xhh	彏
xhi	引水
xhj	引申
xhk	绰号
xhn	引发
xhp	2
xhq	繉
xhr	比上年增长
xht	引向
xhu	引资
xhv	2
xhx	经上级批准
xhy	引诱
xia	经济基础
xib	经济联合
xic	2
xid	经济研究
xie	经济腾飞
xif	经济增长率
xig	经济政策
xih	经济战线
xii	经济学家
xil	弾
xim	緔
xin	经济改革
xio	2
xip	经济社会
xiq	经济危机
xir	经济技术
xis	经济杠杆
xit	经济特区
xiu	经济问题
xiv	䋝
xiw	经济体制
xix	经济组织
xiy	经济衰退
xja	彃
xje	费力
xjf	绅士
xjg	费事
xjj	刜
xjl	缆车
xjm	鄪
xjn	费心
xjo	2
xjp	2
xjq	费钱
xjr	2
xjt	㪄
xjx	缆绳
xjy	2
xka	强攻
xkb	绳子
xkd	强硬
xke	强力
xkf	绳索
xkg	缉毒
xkh	缋
xkj	强
xkk	絽
xkn	细嚼慢咽
xkp	2
xkq	2
xkr	强迫
xks	强权
xkt	织物
xku	强盗
xkw	强化
xkx	张口结舌
xky	引吭高歌
xla	细节
xld	比较而言
xle	细腻
xlf	比较支持
xlg	缳
xlh	2
xli	比较满意
xlk	絗
xll	纝
xln	细心
xlo	2
xlp	比较完善
xlt	比较复杂
xlu	比较关心
xlw	编辑人员
xlx	细纱
xly	2
xma	繷
xmb	2
xmc	2
xmg	
xmh	纲目
xmi	2
xmj	2
xmk	䌹
xml	2
xmm	红彤彤
xmo	纳粹
xmp	2
xmr	䋄
xms	纳西
xmt	纳税
xmu	纳凉
xmv	2
xmw	纲领
xmx	弱肉强食
xmy	2
xna	纠葛
xne	母爱
xnf	结发夫妻
xng	䋚
xnh	纽
xni	䌵
xnj	练习题
xnl	2
xnm	2
xnn	幻
xno	弹尽粮绝
xnp	纠察
xnq	2
xnr	䌌
xns	幻想
xnt	纯收入
xnu	纯收益
xnv	母女
xnw	纪念
xnx	纠纷
xny	引以为戒
xod	熲
xoe	2
xog	䌜
xoh	2
xoi	2
xoj	纒
xok	2
xon	継
xoo	緂
xop	2
xos	䌕
xot	毕业生
xou	2
xov	䌅
xow	继任
xox	鬻
xoy	毋庸讳言
xpd	縖
xpe	2
xpf	比赛规则
xpg	绽开
xpi	张家港
xpm	2
xpn	䌏
xpo	2
xpq	綩
xps	张冠李戴
xpt	缩微
xpu	终审判决
xpv	2
xpw	综合
xpx	比赛结果
xpy	绝密文件
xqa	绿色革命
xqb	2
xqc	绝对
xqd	约有
xqf	绝境
xqg	约束
xqh	绝非
xqi	弥漫
xqj	约旦
xqk	绝路
xqn	2
xqp	约定
xqr	绝热
xqs	绝顶
xqt	绝种
xqu	纸浆
xqv	绝妙
xqw	经贸合作
xqx	绝缘
xqy	经销商
xra	缴获
xrb	緵
xrd	絺
xre	2
xrf	䋸
xrg	弧形
xri	缐
xrj	2
xrk	2
xrl	䌗
xrp	缓兵之计
xrr	强制措施
xrs	2
xrt	维护和平
xru	维护着
xrv	强手如云
xrw	紩
xrx	缴费
xsa	2
xsb	2
xse	2
xsf	緸
xsg	强权政治
xsh	缃
xsi	2
xsj	2
xsk	䋍
xsl	2
xsm	2
xso	䌚
xsp	2
xss	綝
xst	2
xsw	䋱
xsx	2
xsy	结构调整
xta	绛
xtb	缝隙
xtd	缝
xte	张力
xtf	缵
xtg	终于
xth	终止
xti	纪律涣散
xtj	乡里
xtk	张口
xtl	疑团
xtn	纥
xtp	终究
xtq	弱智儿童
xtr	终年
xts	乡村
xtt	终生
xtu	终端
xtv	郷
xtw	组委会
xtx	终结
xty	编造谎言
xua	弱项
xuc	2
xud	弹奏
xue	彅
xuf	紏
xug	缮
xuk	縂
xul	缯
xun	弹道导弹
xuo	2
xuq	䌪
xur	2
xus	繜
xut	弱智
xuu	弹道
xuv	㢺
xuw	乡亲们
xux	绨
xuy	弹劾
xva	绿荫
xvb	2
xvc	2
xvd	2
xve	縁
xvf	彇
xvg	䋖
xvi	绍兴
xvj	纪录影片
xvk	绿叶
xvm	2
xvn	强奸民意
xvo	繍
xvp	强弩之末
xvr	2
xvt	㓜
xvu	2
xvv	2
xvw	结婚登记
xvx	2
xvy	纨
xwa	2
xwb	综合防治
xwc	纵观
xwd	纪念碑
xwe	综合服务
xwf	结合起来
xwg	缏
xwh	縧
xwi	综合治理
xwj	纵览
xwk	纪念品
xwl	综合国力
xwm	纪念邮票
xwn	缒
xwo	纵火
xwp	结合实际
xwq	纷争
xwr	维持
xwt	纵向
xwu	维新
xwv	䳇
xww	维修
xwx	纷纷
xwy	强化训练
xxa	组织工作
xxc	组织观念
xxd	缘故
xxe	红细胞
xxf	组织者
xxg	缘
xxh	紖
xxi	组织活动
xxj	继续坚持
xxk	比喻
xxl	缔约国
xxn	弜
xxo	纺织业
xxp	组织实施
xxr	比拟
xxs	缝纫机
xxt	毕生
xxu	组织部
xxv	继续努力
xxw	比分
xxx	纰
xxy	比率
xya	统计工作
xyb	结识了
xyc	㣃
xyd	＞
xyf	统考
xyg	统计表
xyh	编目
xyj	緕
xyk	编号
xyl	繵
xyn	编导
xyp	编审
xyq	编钟
xyr	编制
xys	红旗飘飘
xyt	编程
xyu	统计资料
xyv	2
xyw	统计分析
xyx	纺织
xyy	统计
yaa	诫
yab	谋取
yad	谌
yae	诱惑力
yaf	旁若无人
yag	诓
yah	试点
yai	刻苦学习
yaj	试题
yak	諽
yal	试车
yan	讵
yao	2
yap	郊区农村
yaq	刻苦钻研
yar	试制
yas	试想
yat	试行
yau	计划单列
yaw	文艺创作
yax	计划纲要
yay	试剂
yba	2
ybb	讘
ybd	充耳不闻
ybf	斊
ybg	为了更好的
ybh	詜
ybj	2
ybl	2
ybo	2
ybp	2
ybq	2
ybr	2
ybs	2
ybt	谋取私利
ybu	2
ybv	2
ybx	2
yby	为了方便群众
yca	试验区
ycc	諁
ycd	译成
yce	诵
ycf	育才
ycg	这对于
yci	充当
yck	充足
ycl	诈骗罪
ycn	袤
yco	褭
ycp	试验室
ycq	交通银行
ycr	充气
ycs	弃权
yct	育种
ycu	交通部门
ycv	2
ycw	交通便捷
ycy	交通肇事
yda	䜔
ydb	á
ydc	文不对题
ydd	享有盛名
yde	䛫
ydf	毫不动摇地
ydg	离不开
ydh	说不上
ydi	说不清
ydj	夜不归宿
ydk	放大器
ydl	2
ydm	言不由衷
ydn	诚心
ydp	刻不容缓
ydq	诚然
ydr	调研报告
yds	高不可攀
ydt	望而生畏
ydu	诚意
ydw	诚信
ydx	䛋
ydy	说大话
yea	譭
yeb	2
yec	2
yed	交朋友
yee	裒
yef	说服教育
yeg	䚴
yei	高朋满座
yej	施用量
yel	2
yem	亹
yen	2
yeo	2
yep	衣冠
yer	妄加指责
yes	2
yet	衣物
yeu	主办单位
yev	2
yew	六月份
yey	妄加评论
yfa	市场营销
yfb	就地取材
yfc	市场预测
yfd	六十三
yfe	认真办理
yff	诖
yfg	讲求
yfh	讦
yfi	讲学
yfj	计量
yfk	认真吸取
yfl	六十四
yfm	諵
yfn	讳
yfo	主动精神
yfp	讲究
yfq	讲解
yfr	六十年代
yfs	市场机制
yft	计算
yfu	房地产
yfv	诸暨
yfw	市场化
yfx	计费
yfy	対
yga	主攻
ygb	评聘
ygc	誈
ygd	主页
yge	诼
ygf	主干
ygg	高于一切
ygh	这一点
ygi	评测
ygj	证明
ygk	变速器
ygl	六一国际儿童节
ygm	主峰
ygn	主导
ygo	市政府
ygp	证实
ygq	主角
ygr	证据
ygs	主机
ygt	评选
ygu	证券
ygv	主妇
ygw	评价
ygx	主编
ygy	评论
yha	放眼世界
yhc	诐
yhd	就此而言
yhe	2
yhg	訨
yhi	2
yhk	詀
yhn	盲目发展
yhq	斍
yhr	这些年来
yhs	2
yht	盲目乐观
yhu	试点单位
yhw	为非作歹
yhx	訿
yhy	谦虚谨慎
yia	旅游区
yid	说法不一
yie	旅游胜地
yif	高兴地说
yig	交流与合作
yih	旅游点
yii	充满活力
yij	交流电
yik	文学遗产
yil	旅游团
yim	2
yin	谨小慎微
yip	文学家
yiq	2
yir	充满希望
yis	充满机遇
yit	訬
yiu	主流产品
yiv	2
yiw	交流会
yix	高消费
yiy	方法论
yjb	齐聚
yjc	2
yjd	为时不晚
yjf	文明城市
yjg	文明素质
yjh	䚯
yji	刘淇
yjj	亣
yjk	谩骂
yjl	就是因为
yjm	2
yjn	齐心
yjo	2
yjp	文明礼貌
yjq	课外
yjr	交易所
yjs	裹
yjt	齐备
yju	文明单位
yjv	2
yjw	交易会
yjx	䛖
yjy	就是说
yka	高工
ykb	熟
ykc	高能
ykd	享有
yke	享受
ykf	京城
ykg	衰
ykh	谴
yki	就
ykj	高昂
ykk	瓤
ykl	畗
ykm	敲
ykn	京剧
yko	就业
ykp	毫
ykq	烹饪
ykr	就近
yks	高校
ykt	高等
yku	误差
ykw	就会
ykx	训练
yky	商品房
ylb	为国出力
yld	2
yle	认罪服罪
ylf	颤动
ylg	譞
yli	䜚
ylj	2
ylk	禀
ylm	2
ylo	2
ylq	忘恩负义
yls	2
ylw	畒
ylx	2
yly	为国为民
yma	市区
ymb	调子
ymc	2
ymd	市面
ymf	市场
ymg	调整
ymh	市
ymi	2
ymk	调遣
yml	调车
ymm	调幅
ymn	市属
ymo	市府
ymp	谋财害命
ymq	诺贝尔奖
ymr	调制
yms	调配
ymt	市长
ymu	调头
ymv	2
ymw	调集
ymx	2
ymy	市郊
yna	启蒙
ynb	邙
ync	永驻
ynd	遍布
yne	望
ynf	记者
yng	词
ynh	扉
yni	昶
ynj	遍野
ynk	赢
ynl	京剧团
ynm	扁
ynn	忘
yno	肇庆
ynp	永安
ynq	为避免
ynr	高蛋白
yns	房顶
ynt	亥
ynu	悥
ynv	妄
ynw	谬
ynx	夜以继日
yny	訫
yoa	变革
yob	商业职工
yoc	主席台
yod	变成
yoe	弯腰
yof	谈起
yog	变形
yoi	就业渠道
yoj	变量
yok	弯路
yol	变黑
yom	脔
yon	变异
yoo	燮
yop	谜
yoq	鸾
yor	变换
yos	就业机会
yot	高度重视
you	㪰
yov	亦即
yow	商业企业
yox	变幻
yoy	变为
ypa	2
ypb	这实际上是
ypd	言之有物
ype	䢍
ypf	变被动为主动
ypg	为实现
yph	这点
ypj	这里
ypl	这回
ypm	2
ypn	诧异
ypp	旅客之家
ypq	訦
ypr	2
yps	衣冠楚楚
ypt	这种
ypu	请客送礼
ypv	2
ypw	这位
ypy	文字说明
yqa	许多工作
yqc	2
yqd	谵
yqe	诋毁
yqf	言犹未尽
yqg	话锋一转
yqh	2
yqi	户外活动
yqk	调解员
yql	2
yqm	㪱
yqn	袌
yqq	誃
yqr	敲锣打鼓
yqs	2
yqt	调解委员会
yqu	肩负着
yqv	诤
yqw	调解人
yqy	许多方面
yra	齐抓共管
yrb	离子
yrd	证据确凿
yre	2
yrf	讲排场
yrg	离开
yrh	謕
yri	诛
yrk	调兵遣将
yrm	离岗
yrn	离异
yrp	请提宝贵意见
yrq	义乌
yrr	义气
yrs	交换机
yrt	肩挑重担
yru	诉状
yrv	离婚
yrw	交接仪式
yry	诉讼
ysa	主要工作
ysb	主要职责
ysd	调查研究
yse	变本加厉
ysf	蛮横无理
ysg	调查表明
ysh	主要目的
ysi	交相辉映
ysj	主要是
ysk	高标号
ysl	主权国
ysm	订购
ysn	调查发现
ysp	2
ysq	订金
ysr	调查报告
yss	调查核实
yst	主要特征
ysu	订阅
ysv	主要媒体
ysw	订货
ysx	调查组
ysy	订户
yta	施工
ytb	诱
ytc	为难
ytd	旖
yte	膂
ytf	诰
ytg	放下
yth	诈
yti	高等学校
ytj	放映
ytk	计算器
ytl	放置
ytm	旃
ytn	为
yto	为数
ytp	为之
ytq	旅馆
ytr	计算技术
yts	计算机网络
ytt	旌
ytu	为首
ytv	孪生姐妹
ytw	为例
ytx	谢绝
yty	訸
yua	誁
yud	敲门砖
yue	商用
yuf	说过
yug	谰
yuh	谦虚
yui	访问学者
yuj	说明
yuk	商品
yul	帝国
yum	商贩
yun	商情
yuo	商业
yup	旁
yuq	商贸
yur	高新技术产业
yus	商机
yut	商务
yuu	说道
yuw	商人
yuy	证券市场
yva	良苦
yvb	2
yvc	郎
yve	詪
yvg	旔
yvj	䜈
yvk	郎中
yvm	2
yvn	良性
yvo	2
yvr	良好的祝愿
yvs	记录本
yvt	良知
yvu	2
yvw	离退休人员
yvx	2
yvy	良方
ywa	郊区
ywb	高分子
ywc	讼
ywd	A
ywe	六月
ywf	论坛
ywg	诠
ywh	论点
ywi	刘华清
ywj	交易
ywk	文化中心
ywl	交界
ywm	认购
ywn	充分发挥
ywo	效应
ywp	谈何容易
ywq	交错
ywr	效
yws	认可
ywt	设备
ywu	於
ywv	文化娱乐
yww	谶
ywx	讹
ywy	㫃
yxa	变幻莫测
yxb	详细了解
yxc	2
yxd	高级顾问
yxf	高级专员
yxg	训练班
yxi	紊
yxj	䛍
yxl	鄐
yxm	2
yxo	高纬度
yxp	高级农艺师
yxq	2
yxs	2
yxt	壅
yxu	畜产
yxw	高级人民法院
yxx	高级经济师
yxy	誸
yya	文艺
yyb	讨论了
yyc	讨论通过
yyd	这方面的
yye	谈恋爱
yyf	设计者
yyg	亠
yyi	文学
yyj	这就是
yyk	谆
yyl	方圆
yym	议购
yyn	讠
yyo	讲话精神
yyp	文字
yyq	许许多多
yyr	文摘
yys	文本
yyt	方向
yyu	谛
yyv	斏
yyw	文件
yyx	详详细细
yyy	议论
