AAAA	工
NUXQ	刷新紀錄
NUXT	悌
NUXW	懻
NUXX	民間組織
NUYA	民間文藝
NUYE	民間文學
NUYS	民意調查
NUYV	以次充好
NUYY	憫
NVAF	憳
NVAW	恰如其分
NVBP	恪盡職守
NVCQ	慨叹
NVCY	怓
NVDA	屢建奇功
NVDY	敢怒不敢言
NVEY	恨不得
NVFG	㦎
NVFH	忰
NVFJ	翆
NVIY	㥆
NVKA	慨嘆
NVKG	怊
NVLO	快刀斬亂麻
NVNI	惟妙惟肖
NVNV	惱恨
NVOO	惱火
NVPH	舝
NVQD	慨然
NVSR	恰好相反
NVTR	惱火
NVVC	惱怒
NVVP	心如刀割
NVVX	心如刀絞
NVYG	憤怒譴責
NVYI	㞍
NVYW	以退為進
NVYY	㣼
NWAG	恰巧
NWAK	居住區
NWAW	惟恐
NWBG	悅耳動聽
NWCN	慃
NWCQ	恱
NWCY	忪
NWDD	以公有製為基礎
NWDE	惟有
NWDH	戳破
NWDP	局促不安
NWDT	居住面積
NWEB	鄝
NWED	㞕
NWEE	勠
NWEF	以假亂真
NWEJ	剹
NWEM	顟
NWEO	鷚
NWEP	䢧
NWEQ	那會兒
NWER	翏
NWEY	雡
NWFI	憏
NWFK	飛禽走獸
NWFY	㤔
NWGA	惀
NWGF	居住環境
NWGG	恮
NWGJ	愉
NWGK	恰恰
NWGL	慌作一團
NWGS	悇
NWGU	憕
NWGW	憸
NWHH	悅目
NWIA	避風港
NWIP	怀仁堂
NWJH	刔
NWKK	裝飾品
NWKM	司令員
NWKQ	悅耳
NWLD	收歸國有
NWLI	獎優罰劣
NWLU	居全國之首
NWLW	居全國首位
NWNA	怜惜
NWND	翭
NWNG	快人快事
NWNN	愉快地
NWNT	懺悔
NWNW	恰恰
NWNX	將信將疑
NWNY	憔悴
NWPB	异体字
NWPW	戳穿
NWQT	惟獨
NWRH	那几年
NWRY	惊人的成就
NWSW	以偏概全
NWSY	恘
NWTD	恰逢
NWTF	㤛
NWTG	尉健行
NWTW	居領先地位
NWUK	司令部
NWVB	恰好相反
NWVO	翵
NWVT	翂
NWWG	懺悔
NWWH	慢悠悠
NWWK	司售人員
NWWN	恰似
NWWO	鴂
NWWU	性命攸關
NWWW	收件人
NWYA	戳穿
NWYC	愯
NWYE	䬤
NWYF	翟
NWYG	惟有
NWYJ	必修課
NWYK	愴
NWYM	懏
NWYN	忴
NWYO	憔
NWYP	䢰
NWYY	忛
NXBG	㥝
NXBW	必經階段
NXDI	遲疑不決
NXDY	已經成為
NXEH	慣用伎倆
NXET	怮
NXEW	屁股
NXFM	慣例
NXGA	怀疑一切
NXGC	尼瑪
NXGD	已經形成
NXGE	㥟
NXGX	改弦更張
NXHA	收費處
NXHW	愼
NXIJ	情緒激昂
NXIN	以經濟建設為中心
NXIP	已經決定
NXJD	㞓
NXJG	恉
NXJH	怫
NXJL	改弦易轍
NXNI	違紀違法
NXNT	慣性
NXPD	已經完成
NXPF	必經之地
NXPV	迡
NXQT	慣犯
NXRH	那幾年
NXSS	尼木
NXTH	懝
NXTY	違紀行為
NXUE	尼龍
NXUH	收費站
NXUU	愵
NXUV	已經開始
NXUX	恃強凌弱
NXWG	慣例
NXWO	䲿
NXWP	慘絕人寰
NXXB	已經引起了
NXXF	悂
NXXV	屁股
NXYF	以饗讀者
NXYJ	已經充分證明
NXYX	惤
NYAD	以期
NYAF	民族工作者
NYAG	居高臨下
NYAH	民主監督
NYAI	民族區域自治
NYAO	民族工業
NYAT	收效甚微
NYAV	心切
NYAW	民主革命
NYBB	尺子
NYBN	改變了
NYBY	以及
NYCE	心態
NYCN	懷柔縣
NYCQ	㤝
NYCR	民族矛盾
NYDC	尺碼
NYDE	懷有
NYDG	居高不下
NYDR	心愿
NYDS	惊奇
NYDV	忙碌
NYDX	民族大團結
NYDY	心碎
NYEA	心臟病
NYEC	忙亂
NYEF	心肝
NYEJ	心腸
NYEN	民族服裝
NYEP	心愛
NYEQ	心胸开阔
NYER	民族學
NYET	心腹之患
NYFA	民族地區
NYFB	心地善良
NYFG	尺寸
NYFI	以示
NYFK	惊喜
NYFM	以南
NYFN	心聲
NYFQ	心坎
NYFS	展望未來
NYFU	心境
NYFY	民族教育
NYGC	以至
NYGE	心靜
NYGF	忙于
NYGG	民永王
NYGH	以下的
NYGI	以求
NYGJ	心理
NYGK	心事
NYGR	民族素質
NYGT	民族政策
NYGW	民族事務委員會
NYGY	翠玉
NYHA	心虛
NYHG	以上
NYHH	心目中
NYHU	民族虛無主義
NYHV	心眼
NYHX	以此为基础
NYHY	忭
NYIF	心潮澎湃
NYII	民主党派
NYIP	民主党
NYIR	改良派
NYIT	忙活
NYIY	民主法治建設
NYJF	心里话
NYJS	那就是要
NYJY	那就是說
NYKB	悙
NYKE	懹
NYKG	悋
NYKH	心中
NYKI	翞
NYKJ	㥫
NYKK	翯
NYKN	惊叫
NYKT	憞
NYKW	咫尺
NYKY	憱
NYLE	懷
NYLG	憻
NYLL	心田
NYLM	層巒疊嶂
NYLN	心思
NYLQ	心軟
NYLT	懍
NYLX	民族團結
NYMT	以內
NYNA	惼
NYND	心怀叵测
NYNE	民主選舉
NYNG	心情舒畅
NYNI	怺
NYNK	惊愕
NYNN	忙碌
NYNR	惊惶失措
NYNT	心悸
NYNV	懷恨在心
NYNW	㤥
NYNY	心
NYOA	尺度
NYOC	㦪
NYOD	心煩意亂
NYOP	民族精神
NYOQ	心底
NYPA	心寒
NYPN	懷寧
NYPT	民主運動
NYPV	心安
NYPW	心窩
NYPY	心神不定
NYQH	以外
NYQK	以免
NYQS	民族危机
NYQT	心狠
NYQU	民族獨立
NYQV	心急如焚
NYQX	民族解放陣線
NYQY	民族解放运动
NYRD	惊扰
NYRE	民族振興
NYRG	以后再谈
NYRK	民族樂器
NYRO	民主制度
NYRQ	懷抱
NYSA	民主權利
NYSE	民主權力
NYSG	以西
NYSH	心想
NYSL	民族歌舞團
NYST	民主權利
NYSW	以來
NYTA	民族自治地區
NYTD	民族自豪感
NYTE	民族復興
NYTF	以待
NYTG	民主管理
NYTH	翠竹
NYTI	民主生活
NYTJ	心得体会
NYTL	心血
NYTM	民主自由
NYTN	民族自尊心
NYTQ	民族特色
NYTR	以贏利為目的
NYTS	民族自決權
NYTU	民族利益
NYTW	民族委員會
NYTX	以後再談
NYTY	以往
NYUC	心痛
NYUE	以前
NYUG	心病
NYUJ	懠
NYUK	民族尊嚴
NYUQ	以資鼓勵
NYUR	敢於開拓
NYUS	民族資本
NYUT	心疼
NYUW	民族關係
NYUX	以北
NYUY	㥬
NYVE	悢
NYVW	民主建國會
NYVY	民主建設
NYWF	翠
NYWG	以便
NYWK	民主集中制
NYWN	忼
NYWR	恔
NYWS	民族風格
NYWU	敢於創新
NYWW	惊人
NYWX	民主化
NYWY	以
NYXF	心緒
NYXI	民族經濟
NYXL	慉
NYXT	懷疑
NYXX	翠綠
NYXY	怰
NYYF	心計
NYYG	民族語言
NYYH	忄
NYYJ	民族文明
NYYN	心扉
NYYT	以為
NYYU	民主主義
NYYW	民族文化
NYYX	民族主義情緒
NYYY	民主評議
OAAF	遮蓋
OAAU	遮蔽
OAAY	烒
OABB	炎黃子孫
OACI	度过
OACJ	剫
OADD	廣大群眾
OADG	煤厂
OADI	煤耗
OADL	勞苦大眾
OADN	煁
OADO	煤礦
OADQ	迷惑不解
OADR	廝
OADU	康莊大道
OADW	粸
OAET	糤
OAFG	粓
OAFJ	廣場
OAFK	廣靈
OAFM	廣南
OAFQ	廣元
OAFS	煤炭
OAFY	精英教育
OAGF	燁
OAGJ	廣東省
OAGT	對華政策
OAGU	廣平
OAHF	熞
OAHH	烥
OAHL	爁
OAHQ	爦
OAHT	庌
OAIA	廣漢
OAIF	勞工法
OAII	廣水
OAIM	煤油
OAIS	煤渣
OAIT	廣泛的
OAIW	粗茶淡飯
OAIY	㶹
OAJD	糢
OAJG	焟
OAJJ	爡
OAJY	燤
OAKE	㢙
OAKF	煂
OAKG	廑
OAKK	熰
OAKW	熯
OAKY	爟
OALD	庿
OALG	煤車
OALL	煤田
OALN	㢜
OALV	度數
OAMB	鄺
OAMD	煐
OAMF	煹
OAMN	懬
OAMW	廣
OAMY	熕
OANF	糚
OANG	炬
OANH	遮丑
OANS	煠
OANU	煤層
OANY	庹
OAOA	廣度
OAOF	烘烤
OAOI	庶
OAOJ	䗪
OAOO	鷓
OAOP	遮掩
OAOR	㫂
OAOS	煤煙
OAPA	精英賽
OAPF	廣宗
OAPK	榮華富貴
OAPN	廣寧
OAPV	廣安
OAPW	煤窯
OAQH	廗
OAQJ	熸
OAQN	燪
OAQY	烵
OARD	遮掩
OARI	遮擋
OARN	煤气
OARR	煤質
OARS	廝殺
OART	烘托
OARU	遮攔
OASG	廣西
OATF	廣告
OATG	廣征
OATH	糒
OATU	廢舊物資
OAUD	席卷全球
OAUG	遮羞
OAUI	爤
OAUJ	席間
OAUW	對華關係
OAWG	慶功會
OAWN	度假村
OAWO	爑
OAWU	烡
OAWW	庻
OAWX	糀
OAWY	烘
OAXK	煙幕彈
OAYC	廣袤無垠
OAYT	廣州
OBAI	底子薄
OBBB	㸎
OBDE	廳長
OBFN	廰
OBGN	廳長
OBIP	廳堂
OBMH	炪
OBSK	㢌
OBWC	廕
OBXB	鬯
OBXI	庭院經濟
OCAJ	序幕
OCCE	糝
OCEH	㷁
OCEN	業務學習
OCEP	熥
OCGQ	序列
OCGR	業務素質
OCIG	業務水平
OCKG	炲
OCKM	業務員
OCKS	㷘
OCLB	勞務輸出
OCMA	序曲
OCNH	序
OCNK	燏
OCNS	糅
OCTD	㶼
OCTU	業務科
OCUK	業務部
OCWK	業務人員
OCWT	焌
OCXJ	勞務費
OCYF	勞務市場
OCYJ	糔
OCYW	序論
OCYY	序言
ODAY	糲
ODBA	廣大職工
ODCY	炦
ODDR	燎原
ODEA	榮辱與共
ODEG	糊
ODEU	㷃
ODEY	粻
ODFF	煃
ODFH	對不起
ODFU	廣大幹部
ODGA	糊弄
ODGI	煩瑣
ODGR	廣大青年
ODGY	煘
ODHH	炐
ODHI	緳
ODHT	廈門
ODHY	炋
ODIK	廣大黨員
ODIW	糊涂
ODJB	㷞
ODJF	糎
ODJG	粨
ODJN	㷈
ODKH	煩躁
ODKK	糊口
ODKQ	類別
ODMD	煗
ODMJ	粫
ODMS	廣大農村
ODMY	煩
ODNV	煩惱
ODNY	庬
ODOA	精确度
ODOY	烣
ODPY	對大家來說
ODQQ	座右銘
ODQR	廠長負責製
ODRA	勞而無功
ODRD	煩擾
ODRI	㷧
ODRQ	應有的
ODRW	類推
ODSK	㢊
ODTH	爏
ODUH	廈門
ODUI	燎原
ODUN	煩悶
ODVD	應有盡有
ODVL	廣大群眾
ODWL	廣大人民群眾
ODWN	類似
ODWO	廠礦企業
ODWU	廣大人民的根本利益
ODWY	對不住
ODXW	精耕細作
ODXX	類比
ODYF	廣大讀者
ODYM	類型
ODYN	廣大市民
ODYP	廣而言之
ODYT	應成為
ODYW	煩雜
ODYY	粀
OEAC	燬
OEAK	粗加工製品
OEBG	烰
OEDD	粗大
OEDG	榮譽感
OEDM	粗布
OEDP	應用研究
OEEE	熁
OEEG	焩
OEEM	燲
OEFG	㷐
OEGC	煖
OEGD	㡹
OEGG	粗放
OEHC	廋
OEHH	㶲
OEHJ	㷔
OEIA	粗淺
OEIT	粗活
OEJA	粗暴干涉
OEJF	粗野
OELF	爝
OELT	粗略
OELW	應用軟件
OENE	廫
OENH	榮譽獎
OENY	粗心大意
OEOJ	粗糧
OEOT	粗糙
OEPT	燰
OEQO	粗魯
OEQT	粗獷
OERM	熎
OERT	應用技術
OESF	炒股票
OETE	應用科學
OETG	粗重
OETK	榮譽稱號
OETO	應用程序
OETS	粗笨
OEWF	火力發電廠
OEWI	庾
OEWO	火力發電廠
OEWW	粗俗
OEXI	粗紗
OEXL	粗細
OEXY	粗紡
OEYI	精力充沛
OEYT	粗放
OEYW	應用於
OEYX	粗率
OFAM	燌
OFAQ	焼
OFBL	迷魂陣
OFCI	庋
OFCL	廅
OFDG	㷯
OFDJ	糯
OFDW	席地而坐
OFEF	燒毀
OFFG	烓
OFFI	庤
OFFQ	燒傷
OFGQ	燒死
OFHA	對臺戲
OFHC	炒地皮
OFII	燒水
OFIS	庄河
OFIY	庄浪
OFJE	廟會
OFKF	廚房
OFKK	熺
OFKW	爧
OFLW	烤鴨
OFMF	煵
OFNF	燽
OFNR	塵土飛揚
OFOO	爀
OFOR	粗聲粗氣
OFOS	烤煙
OFOY	焃
OFPB	㶿
OFPG	廟宇
OFPU	䊦
OFQJ	對臺貿易
OFTB	庨
OFTG	庄重
OFTJ	燒香
OFTN	烤烟
OFTP	庄稼人
OFTX	粩
OFUH	火電站
OFUP	燵
OFWC	燯
OFWG	廟會
OFWK	廧
OFWM	㸇
OFWN	廚師
OFWT	庱
OFWX	廣域信息服務系統
OFWY	㸌
OFXF	燒結
OFXI	煙霧彌漫
OFXM	廣域網
OFYI	庒
OFYN	廚房
OGAA	精工
OGAG	精巧
OGAJ	遮天蔽日
OGAK	庫爾勒
OGAM	精英赛
OGAT	對攻
OGBB	對子
OGBL	對陣
OGBN	庉
OGBX	對聯
OGCE	精通
OGCF	庢
OGCN	業務部
OGDI	精耕细作
OGDK	㶺
OGDM	對面
OGDO	精礦
OGDP	精確度
OGDQ	精确度
OGEF	煿
OGEG	精
OGEN	精力
OGES	精彩
OGEY	庯
OGFG	精干
OGFJ	精幹
OGFK	精靈
OGGC	精致
OGGH	對正
OGGK	對頭
OGGV	對勁
OGHG	炡
OGHX	對此
OGIA	精湛
OGID	精減
OGIG	精光
OGIM	煉油
OGIS	精河
OGIT	廣東省
OGIW	對準
OGIY	對流層
OGJE	精明强干
OGJF	䊜
OGJG	烜
OGJN	對蝦
OGJR	粳
OGJV	對照檢查
OGKG	焐
OGKH	糟蹋
OGKJ	對唱
OGKK	精品
OGKL	煏
OGKM	炊事員
OGKU	㢄
OGLI	煉油
OGLL	對壘
OGLV	對數
OGMD	對岸
OGME	精髓
OGMF	對峙
OGMI	㢀
OGMJ	糟
OGMN	對過
OGMT	對內搞活
OGMW	炳耀千秋
OGMX	廲
OGNH	精裝本
OGNJ	精悍
OGNK	精辟
OGNN	業已
OGNY	精心组织
OGOA	精度
OGOG	精煉
OGOR	糟粕
OGOU	糟糕
OGOW	對應
OGOY	精粹
OGPN	精密仪器
OGPY	精神
OGQE	對角線
OGQF	煉鐵
OGQG	摩爾多瓦
OGQH	對外開放
OGQK	對象
OGQM	煉鋼
OGQT	廒
OGQW	精銳部隊
OGRG	精兵简政
OGRM	精制
OGRQ	對換
OGRR	對質
OGRT	對手
OGRU	對接
OGRY	對抗賽
OGSK	對歌
OGSS	叢林
OGSY	粖
OGTE	對稱軸
OGTF	對待
OGTG	對策
OGTU	精簡機構
OGTW	對答如流
OGUB	鄴
OGUC	叢書
OGUF	對
OGUG	精美
OGUH	對門
OGUI	業
OGUN	懟
OGUO	糳
OGUQ	鑿開
OGUR	廣東音樂
OGUU	對立面
OGUV	黺
OGUW	菐
OGUY	黻
OGVA	烴
OGVF	叢書
OGVY	廉政建設
OGWF	對付
OGWJ	對偶
OGWU	對位
OGWY	業餘
OGXD	彂
OGXG	業績
OGXL	精細
OGXX	對比度
OGXY	精紡
OGYA	對講機
OGYD	精誠團結
OGYF	精讀
OGYG	業主
OGYM	對調
OGYO	對弈
OGYR	鹿死誰手
OGYT	對話機製
OGYU	對齊
OGYV	精良
OGYW	對於
OGYY	對方
OHAA	㸍
OHAE	㢚
OHAG	㢒
OHAL	爐
OHAN	爈
OHBB	爐子
OHDD	䨾
OHEI	火上加油
OHEK	床上用品
OHFW	爐霍
OHHY	爠
OHIA	廬江
OHIF	遮眼法
OHII	火上澆油
OHIP	店堂
OHJF	焯
OHKD	店铺
OHKG	粘
OHKM	店員
OHLP	粘連
OHMH	粘貼
OHMM	廬山
OHOF	爐灶
OHOO	爐火純青
OHOU	燦爛的
OHPG	店家
OHPT	座上客
OHQE	爘
OHQG	店鋪
OHQH	火眼金睛
OHQN	粯
OHQO	燦爛
OHXV	庛
OHYG	店主
OIAE	炒菜
OIAI	炒匯
OIAK	廠區
OIBB	廠子
OIDE	廠長負責製
OIDO	廠礦企業
OIDW	廉洁奉公
OIEG	焇
OIEW	炒股票
OIFA	煙消雲散
OIFE	炫耀武力
OIFH	廠址
OIFR	廣泛支持
OIIF	廣泛深入地
OIIT	廣泛深入地
OIJG	應當是
OIJX	廣泛影響
OIKR	廠史
OIMK	䊑
OIMT	廠商
OINT	廣泛性
OINU	熒光屏
OIOE	廣泛應用
OIOW	熒光燈
OIPF	糛
OIPG	廠家
OIPO	爣
OIRQ	廣泛的
OIRY	廣泛的共識
OISK	摩洛哥
OITG	廣泛征求
OITK	＋
OITT	炒
OIUK	廠部
OIUN	廣泛開展
OIWT	炒作
OIWU	廉潔公道
OIWX	炒貨
OIWY	熦
OIXB	廠級
OIYG	廠主
OIYI	廣泛交流
OIYN	廠房
OIYU	廠商
OIYY	廠方
OJAF	熚
OJAI	爆炸
OJAJ	糧草
OJAY	糧荒
OJBC	熶
OJDD	火冒三丈
OJDH	爆破作业
OJEG	焨
OJFB	鄽
OJFD	㢆
OJFF	廛
OJFG	粴
OJFI	粗暴干涉
OJGD	㡺
OJGF	糧食
OJGG	炟
OJGH	煶
OJGQ	爆裂
OJGR	煬
OJIA	爆滿
OJIM	糧油
OJIO	㎎
OJIQ	熀
OJJG	焻
OJJJ	爞
OJLC	熳
OJLG	煴
OJLL	糧田
OJMY	庽
OJOH	糧店
OJOI	糊里糊涂
OJOL	糧庫
OJOO	火里業頭四點米
OJOT	爆炸事件
OJQN	㷎
OJQR	焬
OJRU	焊接
OJSE	爆棚
OJSF	糧票
OJSR	糧棉
OJSS	對照檢查
OJSY	粿
OJTA	焺
OJTG	煋
OJTH	爆竹
OJTQ	度量衡
OJUG	煜
OJUH	糧站
OJVO	燳
OJVR	度日如年
OJWS	糧價
OJWX	爆發力
OJWY	糧食
OJXE	㡼
OJXF	精明強幹
OJXX	焜
OJYI	燝
OKBS	火中取栗
OKEG	焆
OKKG	焒
OKKK	煰
OKKL	燀
OKKS	燥热
OKMW	㶽
OKMY	熉
OKNM	廢品收購
OKQN	炾
OKTO	對號入座
OKUH	廢品站
OKWI	㡶
OKYX	廢品率
OLAD	庫藏
OLAW	糞
OLDH	庫存量
OLDN	煾
OLEC	糞肥
OLEG	煟
OLFF	燡
OLFJ	糬
OLFO	㷵
OLGE	煨
OLGF	糰
OLGK	火車頭
OLHD	䊫
OLIG	燭光
OLKX	廤
OLLG	庫車
OLMO	勞纍過度
OLNV	㐣
OLOF	炒買炒賣
OLPW	庫容
OLQJ	燭光
OLSF	火車票
OLSY	焑
OLUH	火車站
OLVD	廔
OLVG	熡
OLWF	業界人士
OLWG	糞便
OLWL	熅
OLYN	庫房
OMAE	燶
OMAG	粬
OMAO	煤炭工業
OMAU	度過難關
OMDJ	煓
OMDY	炴
OMEG	䊘
OMGK	烔
OMGQ	腐敗現象
OMJK	廁所
OMJX	熴
OMKG	炯炯有神
OMMG	粣
OMMV	廮
OMNK	煱
OMOM	炯炯有神
OMRC	腐敗無能
OMRI	對內搞活
OMRN	廁所
OMTH	㷨
OMUM	焵
OMUN	焹
OMWB	腐敗分子
OMWF	業內人士
OMWK	烱
OMWY	熣
OMXG	精雕細琢
OMXX	糧農組織
OMXY	精雕細刻
OMYE	烿
ONAE	慶功會
ONAN	塵世
ONBJ	慶陽
ONBM	煀
ONDE	廳局長
ONDU	粗心大意
ONEK	慶賀
ONFC	塵埃
ONFF	塵土
ONFH	籸
ONFJ	廜
ONFQ	慶元
ONFU	慶幸
ONGR	業已形成的
ONHC	煆
ONHE	糈
ONHF	炄
ONHG	煝
ONIE	糏
ONIJ	爥
ONIY	麟游
ONJB	鄜
ONJC	麚
ONJD	麌
ONJE	麎
ONJF	塵
ONJG	麈
ONJH	麟游
ONJI	麖
ONJJ	麘
ONJK	麍
ONJN	麅
ONJO	麋
ONJQ	鏖
ONJS	麜
ONJT	慶
ONJV	䴧
ONJW	麂
ONJX	鹿
ONJY	麙
ONKC	鹿邑
ONKF	廦
ONKH	煒
ONKK	鏖戰
ONLW	㢞
ONMA	慶典
ONNK	焗
ONNW	㷷
ONON	麒麟
ONPA	鹿寨
ONPQ	燃眉之急
ONPR	精心安排
ONPV	慶安
ONPY	慶祝活動
ONRG	熠
ONSG	精裝本
ONTA	精心策划
ONTN	䊊
ONTV	精心策劃
ONTY	勞改釋放
ONUG	熤
ONWE	廖
ONWM	勞民傷財
ONWV	精心做好
ONWY	炔
ONXB	廳局級
ONXX	精心組織
ONYA	精心施工
ONYT	麟遊
ONYY	粎
OOAA	勞工法
OOAD	勞苦大眾
OOAG	火葬
OOAH	火炬項目
OOAJ	螢幕
OOAK	營區
OOAL	火苗
OOAO	熫
OOAQ	火警
OOAR	火藥味
OOAW	爌
OOBG	㷥
OOBH	郯城
OOBJ	滎陽
OOBT	糭
OOCJ	燈火通明
OOCN	勞務輸出
OODD	庸庸碌碌
OODE	營長
OODF	榮辱與共
OODG	糖厂
OODH	炎夏
OODM	顃
OODO	粉煤灰
OODP	炯炯有神
OODQ	火砲
OODU	康庄大道
OODV	勞碌
OOEG	榮譽稱號
OOEK	勞駕
OOEN	火力
OOFB	營地
OOFD	郯城
OOFF	烾
OOFG	粧
OOFJ	營業執照
OOFT	勞教
OOFU	榮幸
OOFW	火熱
OOFY	火坑
OOGB	勞頓
OOGC	爜
OOGI	營救
OOGK	火速
OOGW	爆炸事件
OOHC	敥
OOHK	煔
OOHQ	覢
OOHX	火柴
OOIG	火光
OOIO	燈火輝煌
OOIT	火海
OOIY	炎涼
OOJH	剡
OOJJ	榮昌
OOJS	糖果
OOJT	火星
OOJU	營業時間
OOKK	營口
OOKM	營業員
OOLG	火車站
OOLL	勞纍
OOMM	火山
OONF	㷀
OONG	火情
OONO	爊
OONT	爆炸性
OONU	熒屏
OONX	廘
OOOA	火炬计划
OOOB	營業廳
OOOF	火燒火燎
OOOG	營業額
OOOH	火爐
OOOI	糖廠
OOOJ	飊
OOON	㲭
OOOO	火
OOOQ	火焰
OOOS	燊
OOOU	焱
OOOW	歘
OOOY	火炕
OOPB	
OOPD	䃕
OOPE	勞
OOPF	塋
OOPG	犖
OOPH	䁝
OOPI	縈
OOPJ	螢
OOPK	營養
OOPL	營運
OOPM	嵤
OOPN	憥
OOPO	熒
OOPQ	鎣
OOPS	榮
OOPT	營業額
OOPU	靡靡之音
OOPV	嫈
OOPW	焭
OOPY	瑩
OOQE	火燄
OOQH	燐
OOQI	營銷部
OOQP	䢯
OOQT	榮獲
OOQW	欻
OORC	火把
OORN	火气
OORQ	燦爛的
OOSA	勞模
OOSD	䊳
OOSW	火槍
OOTC	營私舞弊
OOTF	營造
OOTG	勞動
OOTJ	營利
OOTK	火种
OOTN	㲜
OOTQ	爆炸物
OOTT	火種
OOTU	火箭
OOTW	營業稅
OOUA	火并
OOUE	火龍
OOUF	營養不良
OOUG	炎症
OOUK	營業部
OOUO	燫
OOUQ	勞資雙方
OOUU	榮立
OOVG	營建
OOVI	糠
OOVK	糖
OOVO	火災
OOVW	焿
OOWH	火候
OOWK	勞保
OOWN	榮歸
OOWO	鶑
OOWT	勞作
OOWX	火化
OOXA	火紅
OOXG	爐火純青
OOXR	火線
OOXX	䊌
OOYM	顲
OOYN	營房
OOYR	腐爛變質
OOYV	火炬計劃
OOYY	勞方
OPAI	迷茫
OPAK	迷惑不解
OPAL	精神世界
OPDE	精神面貌
OPDI	爎
OPDT	應運而生
OPDW	慶祝大會
OPEJ	精神力量
OPEY	㶶
OPFC	迷霧
OPFD	精神鼓勵
OPFI	粽
OPFL	精神境界
OPFQ	烷
OPFS	精神支柱
OPGE	糘
OPGG	煊
OPGK	熔融
OPGY	唐家璇
OPHG	精神上
OPII	精神污染
OPIJ	迷漫
OPIT	慶祝活動
OPIW	精神準備
OPJW	熐
OPKH	迷路
OPKK	熍
OPLH	煇
OPMD	熔岩
OPMK	熔巖
OPMP	精神財富
OPNC	精神狀態
OPNM	迷惘
OPOA	精密度
OPOC	廀
OPOG	熔煉
OPOH	熔爐
OPOW	精神煥發
OPPK	迷宮
OPPR	精神實質
OPQB	焥
OPQE	精神解脫
OPQN	㶩
OPRI	精神失常
OPRR	精神抖擻
OPRW	迷失方向
OPSY	䊉
OPTA	烢
OPTE	迷航
OPTI	精神生活
OPUG	精神病
OPWA	焢
OPWG	精神分裂
OPWK	精密儀器
OPWO	精神食糧
OPWQ	迷你
OPWW	迷人
OPWX	焪
OPWY	迷信
OPXN	炨
OPYJ	精神文明建设
OPYW	廢寢忘食
OPYX	迷戀
OPYY	精神文明建設
OQAB	鄰
OQAH	粦
OQAJ	焝
OQAN	亃
OQAP	遴选
OQAQ	䚏
OQAR	斴
OQAV	㡳
OQAY	底
OQBB	底子薄
OQBT	煼
OQBX	對外聯絡
OQDF	對外友協
OQDO	燃料
OQDT	鄰邦
OQDW	對外友好協會
OQEC	底肥
OQEG	廨
OQFH	燃起
OQFW	灼熱
OQGH	底下
OQGK	炊事员
OQGT	對外政策
OQGU	煥然一新
OQHI	鄰縣
OQHJ	焔
OQHW	炊具
OQII	庣
OQIM	燃油
OQIT	鄰省
OQIY	烑
OQJF	鄰里
OQJG	㶷
OQKG	䊅
OQKN	營銷中心
OQLA	鄰國
OQLB	炮擊
OQLV	底數
OQMA	底冊
OQMD	煥發
OQND	鄰居
OQNN	遴選
OQNU	底層
OQNV	庖
OQOF	燃燒
OQOG	廯
OQOO	炮火
OQOS	炊煙
OQOT	㢝
OQOU	燃料
OQOW	底座
OQOY	粷
OQQC	底色
OQQI	㢁
OQQJ	對外貿易經濟合作部
OQQO	炒魷魚
OQQU	對外貿易經濟合作部
OQQW	廞
OQQY	㶴
OQRE	對外援助
OQRG	炮兵
OQRM	炮制
OQRN	㷓
OQRP	鄰近
OQRT	粅
OQRU	對外投資
OQSF	鄰村
OQTB	㡻
OQTE	底盤
OQTH	底片
OQTY	底稿
OQUB	精銳部隊
OQUK	底部
OQUT	對外開放政策
OQUW	對外關係
OQUY	對外開放政策
OQWA	䶴
OQWT	灼傷
OQWX	煥發
OQWY	炊事
OQXI	對外經濟貿易
OQXJ	對外經濟貿易部
OQXL	底細
OQXQ	對外經貿
OQXR	對角線
OQXU	對外經濟貿易部
OQXW	勞逸結合
OQYI	㡱
OQYL	熘
OQYQ	庭外調解
OQYT	燃放
OQYY	灼热
ORBB	爛攤子
ORBO	應邀出席
ORBT	糉
ORCE	應邀參加
ORCY	炍
ORDH	烯
ORDJ	應接不暇
ORDS	應邀而來
ORFC	庪
ORFF	廣播電臺
ORFP	廣播電視
ORFU	廣播電影電視部
ORGG	煌
ORHA	廣播劇
ORHO	座無虛席
ORIT	粗製濫造
ORJV	應按照
ORKK	粗制品
ORKM	廣播員
ORLO	廡
ORMR	廣播體操
ORNO	熂
ORNT	對抗性
ORPA	對抗賽
ORQC	廆
ORQW	焮
ORRK	廣播操
ORSC	䊛
ORSY	應邀來訪
ORTF	庳
ORTG	精兵簡政
ORTH	廣播節目
ORTJ	螷
ORUH	煤气站
ORUS	應邀前來
ORWX	摩托化
ORXC	廏
ORXM	廣播網
ORXQ	廐
ORXS	爍
ORXT	精打細算
ORYO	廣播講座
ORYT	燩
ORYY	廣播講話
OSAA	煙葉
OSAJ	煙草
OSAK	磨難
OSAR	鶯歌燕舞
OSAW	麻花
OSBJ	麻陽
OSDA	粗枝大葉
OSDW	麻木不仁
OSEN	魔力
OSFC	煙霧彌漫
OSFD	麻城
OSFF	㷑
OSFG	煙草
OSFH	麻栗坡
OSFI	熛
OSFK	煙臺
OSFU	床墊
OSGD	庮
