AAA	工
UKG	瓿
UKH	竒
UKI	痛哭流涕
UKJ	剖
UKK	癌
UKL	部署
UKN	競選
UKO	部類
UKP	立足之地
UKQ	競
UKR	競技
UKS	剖析
UKT	敨
UKU	癌症
UKV	問好
UKW	疻
UKX	部級
UKY	部族
ULA	兾
ULB	部署了
ULD	痼
ULE	曾用
ULF	凙
ULG	癏
ULI	瘝
ULJ	曾
ULK	閘
ULL	癳
ULN	曾以
ULO	美國康柏電腦公司
ULP	前車之鑒
ULR	前因后果
ULS	閫
ULT	前因後果
ULU	痼疾
ULV	瘻
ULW	曾任
ULX	瘰
ULY	曾為
UMA	痶
UMD	㾄
UME	半山腰
UMF	凋
UMG	凒
UMH	瞥見
UMI	弊
UMK	疝
UML	端點
UMM	癭
UMN	瘑
UMO	端庄
UMP	開山祖師
UMR	新體製
UMT	闝
UMU	弊端
UMW	凗
UMY	端詳
UNA	癜
UNB	闞
UND	新局面
UNF	瘺
UNG	翊
UNH	瘕
UNI	悶
UNJ	開懷暢飲
UNK	癖
UNL	新裝置
UNN	䇃
UNQ	前怕狼后怕虎
UNR	關心的
UNT	閟
UNU	竮
UNV	㽶
UNW	瘳
UNX	痆
UNY	痴心妄想
UOA	塑料薄膜
UOB	普及
UOC	普通
UOD	塑料厂
UOE	並且
UOF	並未
UOG	普
UOH	並非
UOI	焛
UOJ	普照
UOL	並轉
UOM	開業典禮
UON	並以
UOO	痰
UOP	意料之中
UOR	塑料制品
UOS	普查
UOT	並行
UOU	並立
UOW	首席代表
UOX	導火線
UOY	普遍
UPA	新社區
UPB	奠定了
UPD	竤
UPE	竩
UPG	逆定理
UPH	痯
UPI	新安江
UPJ	凕
UPK	半空中
UPL	瘒
UPN	兼容性
UPO	養家糊口
UPQ	㽸
UPR	冷空气
UPS	竚
UPT	音容笑貌
UPU	問寒問暖
UPW	辦案人員
UPX	遵守紀律
UQA	閽
UQB	次子
UQC	姿態
UQD	㾣
UQE	閻
UQF	螀
UQG	凎
UQI	資源
UQJ	次日
UQK	凂
UQL	次數
UQM	瘓
UQN	關鍵性
UQO	癬
UQP	次之
UQQ	痑
UQR	(
UQS	,
UQT	§
UQU	曾多次
UQV	竫
UQW	資
UQX	關貿總協定
UQY	瘤
URA	善后工作
URC	㽹
URD	前后左右
URE	意气用事
URF	前所未有
URG	前提下
URH	㾷
URI	闎
URJ	新的里程碑
URK	䦐
URM	痸
URN	逆反心理
URO	開拓精神
URP	門戶之見
URQ	瘣
URR	義無反顧
URT	痺
URU	開拓前進
URV	兿
URW	音樂會
URY	新的高度
USA	新式
USB	闡述了
USC	站柜台
USD	閪
USE	新股
USF	痲
USG	尊
USH	親
USI	閑
USJ	新星
USK	疔
USL	新田
USM	尊崇
USN	新民
USO	新材料
USP	遵守
USQ	新金
USR	新
USS	痳
UST	尊重
USU	新意
USV	闄
USW	凇
USX	新疆
USY	新房
UTA	凞
UTB	痵
UTC	疾馳
UTD	疾
UTE	閁
UTF	冼
UTG	瘇
UTH	首
UTI	新生活
UTJ	痢
UTK	閣
UTL	首輪
UTM	癥
UTN	疙
UTO	首席
UTP	疺
UTQ	新生儿
UTR	首批
UTS	首先要
UTT	剷
UTU	疼
UTV	癤
UTW	痜
UTX	痗
UTY	病入膏肓
UUA	辛辛苦苦
UUB	闕
UUC	普普通通
UUD	閚
UUE	癇
UUF	癢
UUG	竝
UUH	開門見山
UUI	立法
UUJ	瘴
UUK	痥
UUL	竲
UUM	半導體
UUN	痛痛快快
UUO	新聞廣播
UUP	立案
UUQ	閉關鎖國
UUR	前前后后
UUS	竴
UUT	立秋
UUU	立
UUV	立即
UUW	立体
UUX	開門紅
UUY	立刻
UVA	開始工作
UVB	開始了
UVD	兼有
UVE	痕
UVF	妾
UVG	冿
UVI	䇐
UVK	癰
UVN	歉收
UVO	歉
UVP	兼容
UVR	美好的
UVT	美好生活
UVU	兼并
UVV	開始建立
UVW	兼任
UVX	開始繼續
UVY	兼顧
UWA	閥
UWB	開創了
UWC	疫
UWD	准确
UWE	疹
UWF	瘵
UWG	痊
UWH	冷眼
UWI	閃
UWJ	疥
UWK	閱
UWL	益
UWN	竌
UWO	辦公廳
UWP	并使之
UWQ	瘋狂
UWR	前几年
UWS	冷酷
UWT	瘋
UWU	疫病
UWV	竕
UWW	痤
UWX	癈
UWY	冷
UXA	關切
UXB	邶
UXC	新經驗
UXD	瘬
UXE	鄁
UXF	冀南
UXG	丠
UXH	弟
UXI	北海
UXJ	疿
UXK	冀中
UXL	冀
UXM	北山
UXN	北
UXO	癡迷
UXP	慈祥
UXQ	背包
UXR	背后
UXS	北极
UXT	凝
UXU	北部
UXV	疕
UXW	北伐
UXX	關
UXY	北京
UYA	辛亥革命
UYB	資產階級
UYC	㓍
UYD	訚
UYE	閍
UYF	普遍真理
UYG	冫
UYI	閔
UYJ	北京時間
UYK	凉
UYL	凜
UYM	閙
UYN	閡
UYO	立方米
UYP	北京軍區
UYQ	資產負債率
UYR	善良的
UYS	ā
UYT	丷
UYU	癠
UYV	閬
UYW	瘁
UYX	痃
UYY	北京市
VAA	嫟
VAB	媶
VAD	娀
VAE	尋覓
VAF	媒
VAG	妅
VAH	姬
VAI	媒婆
VAJ	嫫
VAK	尋
VAL	媌
VAM	媾
VAN	姖
VAP	如期實現
VAQ	尋甸
VAR	尋找
VAS	尋根
VAT	嫕
VAU	孏
VAV	嫉賢妒能
VAW	娂
VAY	尋訪
VBB	女孩子
VBC	娵
VBD	嫷
VBE	好用
VBF	㜽
VBG	好
VBH	邚
VBI	奶油
VBK	好吃
VBL	好轉
VBM	好過
VBN	她
VBO	奶粉
VBP	好客
VBQ	好多
VBR	好的
VBS	婀
VBT	奶
VBU	好意
VBV	奶奶
VBW	好像
VBX	好比
VBY	好評
VCA	既
VCB	即
VCC	駑
VCD	砮
VCE	努
VCF	奴才
VCG	始末
VCI	怒江
VCJ	既是
VCK	始
VCL	即墨
VCM	帑
VCN	怒
VCO	媽
VCP	既定
VCQ	既然
VCR	拏
VCS	即可
VCT	娭
VCU	厹
VCV	媽媽
VCW	鴑
VCX	弩
VCY	奴
VDA	媠
VDC	妭
VDD	恕不奉陪
VDE	姷
VDF	娠
VDG	姑
VDH	妚
VDJ	㛪
VDM	媆
VDN	娍
VDO	刀耕火种
VDP	好不容易
VDQ	娔
VDR	嫄
VDS	婍
VDT	姑息
VDU	㚑
VDV	姑娘
VDW	媋
VDY	書面講話
VEA	㜒
VEB	娐
VEC	女服務員
VED	努力克服
VEE	嫍
VEF	退款
VEG	姐
VEH	嫂
VEI	艮
VEK	退路
VEL	退回
VEM	嬹
VEN	退居
VEO	退席
VEP	退
VEQ	婗
VER	媱
VES	婇
VET	婬
VEU	姐弟
VEV	娞
VEW	退休
VEX	退縮
VEY	努力方向
VFA	彟
VFB	妹子
VFC	妓
VFD	嬬
VFE	書架
VFF	娃
VFG	九十五
VFH	娬
VFI	妹
VFJ	卆
VFK	嬉
VFL	畫
VFM	婻
VFN	娡
VFO	書店
VFP	嬄
VFQ	妧
VFR	九十年代
VFS	孀
VFT	姥
VFU	婞
VFV	娃娃
VFW	嬙
VFX	如雷貫耳
VFY	九十六
VGA	妍
VGB	建院
VGC	姪
VGD	姸
VGE	婊
VGF	婭
VGG	建平
VGH	嫣
VGI	嫩江
VGJ	姮
VGK	聿
VGL	婳
VGM	姉
VGO	建廠
VGP	建
VGQ	煭
VGR	建制
VGS	妺
VGT	建筑
VGU	建立
VGV	婕
VGW	嬭
VGX	姨
VGY	建交
VHA	婋
VHB	盡職
VHD	婔
VHE	盡力
VHF	盡孝
VHG	盡
VHH	㜹
VHI	如虎添翼
VHJ	婥
VHK	肀
VHL	好戲連臺
VHM	媜
VHN	盡快
VHQ	娊
VHR	如上所述
VHT	如此等等
VHV	媫
VHX	好處費
VHY	如此說來
VIA	妙藥
VID	既沒有
VIE	娋
VIG	姯
VIH	妙齡
VII	妙法
VIJ	鹔
VIK	女演員
VIL	盝
VIN	䏋
VIO	如法炮制
VIP	逮
VIR	逮捕
VIT	妙
VIV	媣
VIW	逮住
VIY	妙語
VJB	好日子
VJD	旭
VJF	旮
VJG	妲
VJH	妽
VJI	巢湖
VJJ	娼
VJL	嫚
VJM	媀
VJP	巢穴
VJQ	盡早解決
VJS	巢
VJV	娼妓
VJW	劃時代
VJX	婫
VJY	如果說
VKA	如期
VKB	邵
VKC	邕
VKD	如愿
VKE	娟
VKF	召
VKG	如
VKH	妕
VKI	如常
VKJ	刟
VKK	嬋
VKL	召回
VKM	帤
VKN	恕
VKP	邕宁
VKQ	欩
VKR	挐
VKS	桇
VKU	如意
VKV	盡忠盡職
VKW	鴽
VKX	絮
VKY	女中豪杰
VLA	群眾監督
VLB	䣎
VLD	姻
VLE	娚
VLF	甾
VLG	㚼
VLH	嬽
VLI	巡回演出
VLJ	㓯
VLK	群眾路線
VLL	群眾團體
VLM	㜥
VLN	媤
VLP	群眾運動
VLQ	㜛
VLR	邋
VLS	群眾來信
VLT	群眾生活
VLU	群眾意見
VLV	㜢
VLW	媼
VLX	嫘
VLY	群眾文化
VMA	姍
VMD	姎
VME	女同學
VMF	姌
VMG	妯
VMH	奾
VMJ	㞪
VMM	孆
VMN	媧
VMO	刀山火海
VMV	妯娌
VMW	妠
VMY	㛝
VNA	㜊
VNB	㐇
VND	婮
VNF	退居二線
VNG	娜
VNH	婿
VNI	孎
VNK	媁
VNN	妃
VNQ	盡快解決
VNR	刀把
VNS	刀槍
VNT	刀
VNU	㣽
VNV	刀刃
VNW	妜
VNX	妮
VNY	姒
VOA	嫬
VOE	群魔亂舞
VOF	㛇
VOJ	粛
VOK	怒火中燒
VON	災民
VOO	婒
VOP	災害
VOQ	嫾
VOR	妖魔鬼怪
VOS	嬤
VOT	㚧
VOU	災
VOV	嫝
VOW	彛
VOX	彞
VPA	巡警
VPE	辺
VPF	婃
VPG	嫁
VPH	婠
VPI	九寨溝
VPJ	嫇
VPL	媈
VPM	帚
VPN	嬣
VPO	㛮
VPP	巡視
VPQ	婉
VPR	嫁接
VPS	巡查
VPT	嬸
VPV	巡
VPW	嫆
VPX	嫁給
VPY	婉言
VQA	婚
VQB	媰
VQD	姽
VQF	肅然起敬
VQG	婚事
VQH	婚齡
VQI	姚
VQJ	姰
VQK	娩
VQM	媍
VQN	㚿
VQO	婅
VQP	姚安
VQQ	姼
VQR	婚后
VQS	婚配
VQT	婚後
VQU	夛
VQV	婙
VQW	如狼似虎
VQX	婚約
VQY	妁
VRC	㛂
VRD	㛓
VRF	娛樂場所
VRG	姤
VRH	妡
VRI	姝
VRL	嫵
VRM	婂
VRN	娛樂性
VRQ	媿
VRR	㜱
VRS	忍無可忍
VRT	婢
VRW	妷
VRX	㜰
VRY	嬓
VSA	建材工業
VSB	好极了
VSC	盡可能
VSE	好樣兒的
VSF	嫖
VSG	㛉
VSH	奵
VSJ	㜁
VSK	妸
VSP	嫖宿
VSR	奴隸製度
VSS	劃框框
VST	書本知識
VSU	尋根問底
VSV	婹
VSW	婡
VSY	奴隸主
VTA	奼
VTB	君子
VTC	九台
VTD	嬌
VTE	尹
VTF	妊
VTG	姓
VTH	媳
VTI	九江
VTJ	娳
VTK	群
VTL	媲
VTM	姠
VTN	九
VTO	嬏
VTP	姂
VTQ	姓名
VTR	娥
VTS	建筑材料
VTT	建筑物
VTU	媲美
VTV	婑
VTW	群体
VTX	娒
VTY	姀
VUA	姘
VUB	建立了
VUC	盡義務
VUD	婘
VUE	媊
VUF	姘夫
VUG	姅
VUJ	嫜
VUK	娧
VUL	好意思
VUN	嫉恨
VUO	召開座談會
VUP	忍痛割愛
VUQ	嫌犯
VUR	如前所述
VUS	嫻
VUT	嫉
VUU	好新聞
VUV	嫌
VUW	建立健全
VUX	娣
VUY	嫻熟
VVA	女工
VVB	女子
VVD	女友
VVE	女用
VVF	㚣
VVG	奻
VVH	嬧
VVI	娽
VVK	妱
VVN	女性
VVP	婦
VVQ	女儿
VVR	女排
VVS	女權
VVT	女生
VVU	婚姻關係
VVV	女
VVW	女人
VVX	婦幼
VVY	女方
VWA	退休工人
VWC	妐
VWE	盡全力
VWF	退休干部
VWG	姵
VWH	如何處理
VWI	刅
VWJ	妎
VWK	媬
VWN	娰
VWP	退伍軍人
VWQ	退休金
VWR	她們的
VWS	㛊
VWT	姙
VWU	好几次
VWV	鳩
VWW	孅
VWX	盡人皆知
VWY	妗
VXA	始終堅持
VXC	始終能夠
VXD	始終不渝地
VXG	始終一貫
VXH	始終處於
VXJ	始終是
VXN	始終恪守
VXQ	嫌疑犯
VXR	嬵
VXU	嫋
VXV	始終如一
VXW	嫌疑人
VXX	妣
VXY	姆
VYA	建設項目
VYC	好高騖遠
VYD	訄
VYE	忍受
VYF	建設者
VYG	娮
VYH	書記處書記
VYI	刃
VYK	婷
VYL	嬗
VYM	建設周期
VYN	忍
VYO	建設廳
VYP	娘家
VYQ	女主角
VYT	妨
VYU	嫡
VYV	奿
VYW	姣
VYX	妶
VYY	妏
WAA	侙
WAB	傇
WAC	烏蘭巴託
WAD	偌
WAE	儰
WAF	仝
WAG	仜
WAH	伢
WAI	供水
WAJ	借
WAK	僅
WAL	儚
WAM	偀
WAN	伳
WAO	代序
WAP	備案
WAQ	儆
WAR	借据
WAS	伐木
WAT	備
WAU	化工部
WAV	借書
WAW	供
WAX	供給
WAY	伐
WBA	仍舊
WBB	倻
WBC	發出通知
WBD	仍有
WBF	仍未
WBG	仔
WBH	䢳
WBI	作出決定
WBJ	仍是
WBK	進出口
WBL	他國
WBM	㑁
WBN	他
WBO	保險業
WBQ	鸧
WBR	作出的
WBS	保障机制
WBT	仍
WBU	人際關係
WBV	作出努力
WBW	他人
WBX	仔細
WBY	伋
WCA	公共
WCB	公子
WCC	傪
WCD	頌
WCE	俑
WCF	公款
WCG	公正
WCI	公演
WCJ	公里
WCK	佁
WCL	公署
WCN	翁
WCO	傌
WCP	公安
WCQ	兊
WCR	公斤
WCS	枀
WCT	俟
WCU	公
WCV	任務書
WCW	俊
WCX	公頃
WCY	仏
WDA	佐
WDB	伌
WDC	伖
WDD	做成
WDE	優
WDF	侉
WDG	估
WDH	鳳
WDI	做法
WDJ	俺
WDK	傳感器
WDL	優點
WDM	佈
WDN	优异
WDO	集成度
WDP	做客
WDQ	偧
WDR	傆
WDS	倚
WDT	做
WDU	僚
WDV	做好
WDW	段
WDX	全面貫徹
WDY	伏
WEA	使用期
WEB	俘
WEC	俷
WED	集腋成裘
WEE	倗
WEF	䏌
WEG	仴
WEH	傁
WEI	优胜劣汰
WEK	伽
WEM	偁
WEN	全力以赴
WEP	僢
WEQ	倪
WER	㐱
WES	倸
WET	僞
WEU	人力資源
WEV	俀
WEW	使用价值
WEX	傒
WEY	使用方法
WFA	僨
WFB	付出
WFC	伎
WFD	儒
WFE	舒服
WFF	佳
WFG	仁
WFH	什
WFI	祭
WFJ	仐
WFK	舒
WFL	傤
WFM	八達嶺
WFN	儔
WFO	發電廠
WFP	侼
WFQ	発
WFR	八十年代
WFS	分支机构
WFT	佬
WFU	倖
WFV	佞
WFW	伕
WFX	佳績
WFY	付
WGA	侀
WGB	伅
WGC	倒
WGD	癸
WGE	傅
WGF	全
WGG	伍
WGH	佂
WGI	俅
WGJ	便
WGK	使
WGL	僵
WGM	債
WGN	兮
WGO	企事業單位
WGP	使之
WGQ	例
WGR	全年
WGS	途
WGT	使得
WGU	伻
WGV	俓
WGW	儞
WGX	仾
WGY	全市
WHA	俿
WHB	會見了
WHC	佊
WHD	凪
WHE	佔用
WHF	企
WHG	佧
WHH	企盼
WHI	修水
WHJ	倬
WHK	佔
WHL	企圖
WHM	偵
WHN	候
WHO	企業
WHP	偵察
WHQ	俔
WHR	佔據
WHS	候机
WHT	條
WHU	修剪
WHV	偼
WHW	俱
WHX	佌
WHY	企望
WIA	倘若
WIB	依法取締
WID	低消耗
WIE	俏
WIF	發源地
WIG	侊
WIH	俏皮
WII	依法治理
WIJ	含水量
WIK	依法嚴懲
WIL	貪污罪
WIM	倘
WIN	合法性
WIO	合法席位
WIP	償
WIQ	貪污犯
WIR	依法拘留
WIS	合法權益
WIT	仯
WIU	尒
WIV	依法逮捕
WIW	愈演愈烈
WIX	合法經營
WIY	仦
WJA	儤
WJB	伸出
WJC	㑠
WJD	但愿
WJF	俚
WJG	但
WJH	伸
WJI	假日消費
WJJ	介
WJK	㖋
WJL	僈
WJM	偶
WJN	傝
WJP	發明家
WJQ	偈
WJR	伸手
WJS	倮
WJT	介入
WJU	介意
WJW	偶像
WJX	倱
WJY	假日旅游
WKA	保苗
WKB	偮
WKC	俋
WKD	保存
WKE	集中力量
WKF	㕣
WKG	㐰
WKH	促
WKI	保洁
WKJ	保暖
WKK	儼
WKL	堡壘
WKM	傊
WKN	俁
WKO	集中精力
WKP	保密
WKQ	兌
WKR	保持
WKS	保
WKT	侶
WKU	人口普查
WKV	保姆
WKW	伿
WKX	分別比
WKY	命中率
WLA	俄羅斯
WLB	個子
WLC	人困馬乏
WLD	個
WLE	侽
WLF	侵略者
WLG	佃
WLH	伡
WLK	佪
WLL	儡
WLM	個體
WLN	偲
WLO	全國勞動模範
WLP	僆
WLQ	㑩
WLR	貧困戶
WLT	僌
WLV	僂
WLW	個人
WLX	儸
WLY	傳輸方式
WMA	儂
WMB	№
WMD	佒
WME	傦
WMF	倜
WMG	侗
WMH	仙
WMI	仙游
WMJ	仚
WMK	「
WML	〇
WMM	個體農戶
WMN	仙居
WMO	個體勞動者
WMP	他山之石
WMQ	伣
WMR	合同制
WMS	◇
WMT	催生
WMU	催辦
WMV	仙女
WMW	催
WMX	集體經濟
WMY	○
WNA	人民警察
WNB	倔
WNC	似能
WND	倨
WNE	追加
WNF	追赶
WNG	伺
WNH	假
WNI	人民法院
WNJ	假冒
WNK	僻
WNL	追回
WNM	假山
WNN	㐶
WNO	阜康
WNP	追究
WNQ	人民解放
WNR	人民的
WNS	追查
WNT	侯
WNU	偋
WNV	亾
WNW	僇
WNX	伲
WNY	似
WOA	儣
WOB	儍
WOD	健康有序
WOF	創業者
WOG	僕
WOH	俯瞰
WOI	㶡
WOJ	供應量
WOK	企業員工
WOL	企業界
WOM	伙同
WON	儦
WOO	倓
WOP	企業家
WOQ	僯
WOR	健康的
WOS	什麼樣
WOT	侂
WOU	俯首
WOV	傭
WOW	伙伴
WOX	企業經營承包製
WOY	伙
WPA	僿
WPB	信守承諾
WPD	代之而起
WPE	人定胜天
WPF	俒
WPG	傢
WPH	倌
WPI	保守党
WPK	偵察員
WPL	保守思想
WPM	八寶山
WPN	儜
WPO	公安廳
WPP	全家福
WPQ	倇
WPR	保密制度
WPS	佇
WPT	侘
WPU	公安部
WPV	侒
WPW	倥
WPX	佗
WPY	保定市
WQA	低
WQB	仰
WQC	低能
WQD	儋
WQF	釡
WQG	尩
WQH	低頻
WQI	您
WQJ	侚
WQK	像
WQM	偩
WQN	佨
WQO	低廉
WQP	低空
WQQ	侈
WQR	伆
WQS	，
WQT	俇
WQU	伨
WQV	
WQW	低价
WQX	僧多粥少
WQY	㐴
WRA	人所共知
WRB	爺
WRC	爸
WRD	俙
WRE	優質服務
WRF	釜
WRG	伯
WRH	伒
WRI	侏
WRJ	信誓旦旦
WRK	父兄
WRL	儛
WRM	釜山
WRN	飏
WRO	飚
WRQ	爹
WRR	斧
WRS	便攜機
WRT	俾
WRU	父
WRV	父女
WRW	佚
WRX	父母
WRY	儌
WSA	佳木斯
WSB	命根子
WSD	僊
WSE	体力
WSF	僄
WSG	価
WSH	仃
WSI	凩
WSJ	剁
WSK	何
WSL	人机界面
WSM	價
WSN	恷
WSO	僳
WSP	分析家
WSQ	僲
WSR	体制
WSS	僸
WST	体系
WSU	朵
WSV	偠
WSW	鵂
WSX	分配比例
WSY	休
WTA	仛
WTB	作出
WTC	仫
WTD	僑
WTE	侜
WTF	任
WTG	件
WTH	作
WTI	作法
WTJ	俐
WTK	佫
WTL	傻
WTM	作曲
WTN	仡
WTO	偢
WTP	作家
WTQ	任免
WTR	俄
WTS	令行禁止
WTT	￥
WTU	佟
WTV	倭
WTW	傱
WTX	侮
WTY	八
WUA	併
WUB	位子
WUC	倦怠
WUD	倦
WUE	偂
WUF	倍增
WUG	位
WUH	公開處理
WUI	領導小組
WUJ	億
WUK	倍
WUL	僧
WUM	伴同
WUN	位居
WUO	創新精神
WUP	公開賽
WUQ	佽
WUR	健美操
WUS	偤
WUT	偐
WUU	仒
WUV	倿
WUW	僧人
WUX	俤
WUY	分辨率
WVA	弅
WVB	邠
WVC	伮
WVD	頒
WVE	佷
WVF	坌
WVG	健
WVH	儘
WVI	分流
WVJ	蚠
WVK	佋
WVL	盆
WVM	貧
WVN	仇
WVO	炃
WVP	侵
WVQ	分解
WVR	分
WVS	分析
WVT	伊
WVU	分部
WVV	伊始
WVW	鳻
WVX	分母
WVY	仞
WWA	人工
WWB	谷子
WWC	伀
WWD	人大
WWE	俎
WWF	坐
WWG	倫
WWH	睂
WWI	伱
WWJ	份量
WWK	卻
WWL	人數
WWM	佡
WWN	仉
WWO	坐庄
WWP	人家
WWQ	人名
WWR	合作制
WWS	价格
WWT	偑
WWU	仌
WWV	份
WWW	傘
WWX	人人皆知
WWY	仈
WXA	化工
WXB	化隆
WXC	化驗
WXD	傾
WXE	化肥
WXF	佛教
WXG	僶
WXH	伄
WXI	佛法
WXJ	發明
WXK	貨品
WXL	貨車
WXM	貨
WXN	化
WXO	發燒
WXP	父母官
WXQ	化解
WXR	發排
WXS	發票
WXT	儗
WXU	發送
WXV	發怒
WXW	發
WXX	偕
WXY	㑄
WYA	餞
WYB	餌
WYC	令
WYD	顀
WYE	依
WYF	儲
WYG	信
WYH	雋
WYI	凡
WYJ	蝕
WYK	停
WYL	餵
WYM	餇
WYN	今
WYO	焦
WYP	進
WYQ	飲
WYR	飯
WYS	集
WYT	倣
WYU	傍
WYV	食
WYW	雙
WYX	饑
WYY	伩
XAA	綫
XAB	縙
XAD	絨
XAE	繖
XAF	紺
XAG	紅
XAH	纜
XAI	紅光
XAJ	縸
XAK	緙
XAL	緢
XAM	彉
XAN	紲
XAO	紅火
XAP	紅軍
XAQ	繱
XAR	張萬年
XAS	紅梅
XAT	纄
XAU	疑難問題
XAV	紅娘
XAW	總工會
XAX	纜繩
XAY	紅旗
XBB	䌰
XBC	緅
XBF	♂
XBG	弭
XBH	鄳
XBI	繼承法
XBK	級別
XBM	絀
XBN	弛
XBS	繼承權
XBT	繼承和發揚
XBU	級差
XBW	繼承人
XBX	維也納
XBY	級
XCA	強項
XCC	綴
XCD	強大
XCE	強力
XCF	経
XCG	強烈
XCI	強盜
XCJ	強
XCK	紿
XCL	強國
XCM	經驗豐富
XCN	弝
XCO	強度
XCP	經驗之談
XCR	弘揚
XCS	強權
XCT	強行
XCU	強辯
XCV	強奸
XCW	強化
XCX	強弱
XCY	弘
XDA	綁匪
XDB	經歷了
XDC	紱
XDD	絕不辜負
XDE	張
XDF	绔
XDG	緘
XDH	紑
XDI	強硬派
XDJ	弼
XDK	張口
XDL	張羅
XDM	緬
XDN	紌
XDP	經研究決定
XDQ	絕大多數
XDR	縓
XDS	綺
XDT	綁
XDU	繚
XDV	絕不姑息
XDW	綊
XDX	總成績
XDY	紎
XEA	幼苗
XEB	孧
XEC	總服務臺
XED	組成
XEE	縚
XEF	幼兒教育
XEG	組
XEH	緩步
XEI	幼小
XEJ	幼虫
XEK	組員
XEL	幼兒園
XEN	組裝
XEP	綬
XEQ	幼儿
XER	幼年
XES	綵
XET	幼
XEU	幼童
XEV	綏
XEW	鴢
XEX	縘
XEY	強加於人
XFA	結匯
XFB	引起了
XFC	紜
XFD	毌
XFE	引起爭議
XFF	繞
XFG	疆
XFH	縝
XFI	頴
XFJ	結果
XFK	結
XFL	續
XFM	貫
XFN	綕
XFO	繊
XFP	綍
XFR	比去年同期
XFS	結構
XFT	緒
XFU	盭
XFV	結婚
XFW	綾
XFX	總教練
XFY	紂
XGA	練功
XGB	純
XGC	緻
XGD	彑
XGE	縛
XGF	弖
XGG	經理
XGH	絚
XGI	剝
XGJ	縳
XGK	綀
XGL	練
XGM	績
XGN	練習
XGO	彝
XGP	彙
XGQ	經貿
XGR	統一的
XGS	統一標準
XGT	彘
XGU	統一部署
XGV	經
XGW	彌
XGX	縤
XGY	彝族
XHA	纑
XHB	引出
XHC	紴
XHD	緋
XHE	引用
XHF	引起
XHG	䊼
XHH	引
XHI	緲
XHJ	綽
XHK	弔
XHL	盄
XHM	緽
XHN	黽
XHO	引爆
XHQ	絸
XHR	比上年
XHS	引述
XHT	引入
XHU	引導
XHV	引退
XHW	引人
XHX	紪
XHY	引言
XIA	經濟工作
XIB	經濟聯繫
XID	潁
XIE	綃
XIF	經濟增長
XIG	絖
XIH	引水上山
XII	經濟活動
XIJ	經濟日報
XIK	經濟中心
XIL	弾
XIM	绱
XIN	經濟改革
XIO	結黨營私
XIP	經濟實力
XIQ	經濟貿易
XIR	經濟損失
XIS	經濟林
XIT	紗
XIU	糸
XIV	經濟建設
XIW	經濟發展
XIX	經濟結構
XIY	經濟效益
XJA	彃
XJB	繓
XJD	旨在
XJE	費力
XJF	旨
XJG	緹
XJH	紳
XJI	縨
XJJ	刜
XJK	弗
XJL	縵
XJM	費
XJN	費心
XJP	費神
XJQ	艴
XJS	綶
XJT	㪄
XJU	旨意
XJV	費盡
XJW	鴲
XJX	緄
XKA	彈藥
XKB	緝
XKD	彈奏
XKE	絹
XKG	緝毒
XKH	紃
XKJ	犟
XKK	彈
XKM	縜
XKN	彈性
XKQ	緝獲
XKR	緝捕
XKT	彈簧
XKU	統戰部
XKW	緝拿
XKX	總路線
XKY	引吭高歌
XLA	細菌
XLB	編輯出版
XLD	絪
XLE	緭
XLF	繹
XLG	細
XLH	細目
XLI	細小
XLJ	比較顯著
XLK	絗
XLL	纝
XLM	細則
XLN	緦
XLO	細糧
XLP	縺
XLQ	比較多的
XLR	㢴
XLS	綑
XLT	細節
XLU	編輯部
XLV	縷
XLW	縕
XLX	縲
XMA	繷
XMB	紅帽子
XMD	紻
XME	繃
XMF	綢
XMG	紬
XMH	㢫
XMI	總體水平
XMK	絅
XML	網點
XMM	纓
XMN	緺
XMO	納米
XMQ	㢷
XMR	䋄
XMS	綱要
XMT	納入
XMU	綱
XMW	納
XMX	網絡
XMY	總體方案
XNA	紐帶
XNB	母子
XND	䋧
XNE	母愛
XNF	幻境
XNG	弓
XNH	糾
XNI	幻滅
XNJ	幻影
XNK	緯
XNM	母體
XNN	幻
XNO	幻燈
XNP	紀實
XNQ	紀錄
XNR	䌌
XNS	幻想
XNT	弓箭
XNU	母親
XNV	母女
XNW	繆
XNX	紐約
XNY	母畜
XOA	纊
XOB	經營承包
XOC	絋
XOD	熲
XOF	經營者
XOG	絕對平均主義
XOI	經營活動
XOJ	纏
XOK	經營單位
XOL	毋庸置疑
XON	継
XOO	緂
XOP	經營之道
XOQ	繗
XOR	絕對的
XOS	經營機製
XOT	經營管理
XOV	䌅
XOW	絕對優勢
XOX	粥
XOY	䋛
XPA	綜觀
XPB	彌補了
XPD	綋
XPF	綜
XPG	綻
XPH	綰
XPI	縮小
XPJ	縮影
XPK	張家口
XPL	緷
XPN	繩之以法
XPP	縮寫
XPQ	紞
XPS	紵
XPT	縮短
XPU	縡
XPW	縮
XPX	紽
XPY	縮放
XQA	紙
XQB	縐
XQC	絶
XQD	繎
XQE	繲
XQF	幼儿教育
XQG	䋮
XQH	約見
XQI	絩
XQJ	絢
XQK	纔
XQN	紙漿
XQO	絢爛
XQP	弦外之音
XQQ	紙錢
XQR	綯
XQS	綠色植物
XQT	引狼入室
XQU	經貿關係
XQV	繺
XQW	弞
XQX	紙張
XQY	約
XRA	綿薄
XRB	緵
XRC	弧
XRD	絺
XRF	線索
