aaaa	工
kwdp	哈达
kwdw	鄂伦春
kwdy	鄂伦春自治旗
kwef	路途遥远
kweh	只用
kwet	中介服务
kwfc	哙
kwfd	只需
kwfi	㗫
kwfk	啥
kwfy	咐
kwga	啽
kwgb	喩
kwgd	㘛
kwgg	唯一
kwgi	只求
kwgj	喻
kwgk	哈
kwgn	噏
kwgr	嗱
kwgs	唋
kwgu	噔
kwgw	噞
kwhg	㖉
kwhk	只占
kwip	遗传学
kwiv	只当
kwjg	只是
kwjh	吤
kwjw	唯命是从
kwkd	喉咙
kwkf	呼风唤雨
kwkr	哗啦
kwkw	哈哈
kwld	只因
kwmj	呼伦贝尔盟
kwmq	只见
kwnd	喉
kwng	贵公司
kwni	中华民族的伟大复兴
kwnn	中华书局
kwnp	㗓
kwnr	只怕
kwnt	遗传性
kwnx	哈尼
kwny	中华民族
kwpn	哈密
kwqd	哗然
kwqt	唯独
kwqv	中华儿女
kwqw	㰨
kwrd	听人摆布
kwrq	嗲
kwry	㕮
kwsi	中低档
kwsk	哬
kwsv	只要
kwsy	咻
kwtd	喉舌
kwtg	听候处理
kwti	喺
kwtj	只得
kwtm	只身
kwtp	只管
kwug	唯美
kwul	中低产田
kwut	中俄关系
kwvb	只好
kwvd	叶公好龙
kwvl	㖹
kwvs	嘄
kwvt	吩
kwwf	唑
kwwk	唂
kwwl	中华人民共和国
kwwo	中华人民共和国主席
kwww	中华全国总工会
kwxc	㗶
kwxf	哗
kwxn	吪
kwxx	中介组织
kwyc	噙
kwye	喰
kwyf	吟诗
kwyg	唯
kwyj	中华文明
kwyk	唅
kwym	嗿
kwyn	吟
kwyo	噍
kwyp	顺颂商祺
kwys	㗱
kwyt	只许
kwyy	㕨
kxbn	吸引了
kxen	吸引力
kxet	呦
kxge	喙
kxgf	嚩
kxgj	嚣张一时
kxhh	吲
kxib	中级法院
kxjh	咈
kxkj	吆喝
kxkk	中继器
kxmk	㖰
kxqu	吸引外资
kxqy	哟
kxro	嚣张气焰
kxth	㘈
kxtv	中纪委
kxuh	中继站
kxuk	中组部
kxwj	㖎
kxwv	哛
kxww	吸引人
kxxf	哔
kxxg	咝
kxxi	噝
kxxn	吡
kxxr	喈
kyah	咬牙
kybi	唁函
kyce	唷
kych	叹为观止
kyfp	忠诚老实
kygf	中方表示
kyit	贵州省
kyjh	哜
kyjn	唁电
kykb	哼
kykd	嘀咕
kyke	嚷
kykg	咳嗽
kykk	啼哭
kykp	咬文嚼字
kykt	噋
kykw	喨
kyky	噈
kylt	中文输入
kymu	中文网站
kyni	咏
kynn	呝
kynw	咳
kyny	唳
kyqe	唱主角
kyrr	趾高气扬
kyry	囄
kysi	中高档
kytd	嗾
kyth	㖄
kyty	只言片语
kyub	忠言逆耳
kyud	嘀
kyuh	啼
kyuy	嗙
kyvb	啷
kyve	哴
kywf	啐
kywn	吭
kywr	咬
kywt	中文信息
kywu	唹
kywx	中文化
kywy	囃
kyxb	中高级
kyxl	㗜
kyxy	呟
kyyj	另请高明
kyyp	听说读写
kyyy	另谋高就
laam	四项基本原则
laay	轼
labs	斩草除根
ladr	䡳
lafl	䡷
lafm	黔东南
lagg	軭
lagi	国共两党
lahl	轞
laht	䍓
lait	罪孽深重
lajh	羃
lajn	轕
lakg	羁
lakk	羇
laky	爴
laly	䡸
lamu	置若罔闻
laog	轻工业
laok	轻工业产品
laou	轻工业部
lapf	国营农场
laqi	固若金汤
larl	羁押
lauk	轻工部
lauy	轥
lawo	国营企业
laww	国共合作
lawy	輁
laxi	国营经济
laxu	羁绊
layo	国营商业
lbaa	国际劳动节
lbao	国防工业
lbbf	国际联运
lbbm	国际联网
lbcr	男子双打
lbcy	輙
lbdg	国际大循环
lbdw	国际研讨会
lbej	国防力量
lbey	国际舆论
lbfb	国防支出
lbfu	国际裁判
lbfw	国际地位
lbfy	国防教育
lbgf	国际环境
lbgm	国际互联网
lbgo	国际政治经济新秩序
lbgr	国际形势
lbgt	国际事务
lbgw	国防现代化
lbgy	四子王旗
lbhg	国际上
lbic	男子汉
lbif	国际法
lbig	国际水平
lbim	国际法准则
lbio	国际法庭
lbjk	国际影响
lblm	国际国内
lbmf	国际周
lbnf	国际收支
lbnn	辄
lbnr	国际局势
lbnt	国际性
lbnw	国际惯例
lbny	国际快讯
lbop	团队精神
lbpl	国防军
lbpw	国际社会
lbqa	国际儿童节
lbqg	国际金融
lbqj	国际贸易
lbqs	国际象棋
lbqu	国际争端
lbqw	国际贸易促进委员会
lbrc	国际舞台
lbrf	国际制裁
lbsf	国际机场
lbsk	国际歌
lbsu	国际标准
lbtg	国际先进水平
lbtr	国防科技
lbtt	国防科工委
lbtw	国际奥委会
lbuj	国际问题
lbuk	国防部
lbum	国际关系准则
lbuo	国际新秩序
lbuq	国际竞争
lbur	男子单打
lbut	国防部长
lbuu	国际新闻
lbvy	国防建设
lbwd	礊
lbwf	墼
lbwi	国际公法
lbwj	蟿
lbwl	轚
lbwm	罊
lbwn	国际会议中心
lbws	檕
lbwt	国际货币
lbww	国际合作
lbwx	国际化
lbwy	国际会议
lbxi	国际经济
lbxj	国防费
lbxo	国际经济新秩序
lbxp	国际比赛
lbxx	国际组织
lbyf	国际市场
lbyi	国际交流
lbyt	国际交往
lbyw	国际商会
lbyy	国际主义
lcaa	轻工
lcag	轻
lcai	轻薄
lcbc	轻取
lcbt	轰隆
lccc	辍
lcce	㽩
lccg	轻骑
lccn	轻柔
lccs	䡦
lccu	轰
lcdl	輽
lcdp	Α
lcee	㔥
lcfc	轰动
lcfd	圗
lcfg	軽
lcfn	轻声
lcft	轻者
lcga	轻型
lcgb	轰击
lcip	α
lcjq	轻易
lckd	囼
lckg	軩
lckq	轰鸣
lclc	轻轻
lclv	轻轨
lcmi	圎
lcmj	轻则
lcnf	㙒
lcng	罗马尼亚
lcnn	轻快
lcns	輮
lcnt	罞
lcnx	畏难情绪
lcot	轰炸
lcpy	轻视
lcqn	㽙
lcsw	轻松
lctg	轻重
lctm	轻微
lctt	困难重重
lcwd	四通八达
lcwg	轻便
lcwt	轻伤
lcwy	轻信
lcxy	轻纺
lcyn	困难户
lcyx	轻率
ldad	因其
ldbb	因子
ldbn	轭
ldcu	䍔
ldcy	軷
ldde	固有
lddf	黑压压
lddm	因而
lddo	国有大中型企业
lddr	固原
lddt	因故
lddy	固态
lded	囿
ldep	恩爱
ldew	国有股
ldfe	略有增加
ldff	回顾过去
ldga	畸形
ldgj	恩惠
ldgn	轗
ldgq	四百万
ldgs	罪大恶极
ldgt	连成一片
ldgx	因素
ldgy	輱
ldhi	囨
ldhn	䡺
ldhu	罘
ldhv	轊
ldhx	因此
ldia	黑龙江
ldic	恩泽
ldii	黑龙江省
ldji	轻而易举
ldjn	罨
ldjs	因果
ldmd	輭
ldmj	恩赐
ldng	恩情
ldnp	国泰民安
ldnu	恩
ldoj	罽
ldot	罪有应得
ldpf	固守
ldpg	固定
ldpv	固安
ldqb	恩怨
ldqd	固然
ldqw	欭
ldrq	较大的
ldrv	固执
ldsk	畸
ldss	四面楚歌
ldtf	畴
ldth	轣
ldud	置有关法规于不顾
ldui	略有减少
ldus	国有资本
lduu	国有资产
lduy	软硬兼施
ldwa	国有企业改革
ldwd	辏
ldwf	默不作声
ldwg	国大代表
ldwo	国有企业
ldws	固体
ldwt	轃
ldww	恩人
ldwx	固化
ldwy	四面八方
ldxi	国有经济
ldxw	略有结余
ldyl	盢
ldyt	因为
ldyy	畎
leaa	男式
lebb	男子
lebf	罦
lebw	男队
leby	男孩
lecc	男双
ledc	男朋友
leeg	輣
lefu	田边地头
lefy	㽟
legf	罝
legt	略胜一筹
lekk	胃口
lelf	男团
lent	男性
leqn	輗
leqt	男儿
lerh	男排
leri	㘥
letg	男生
letj	男篮
leul	男单
leve	嬲
levv	男女
leww	男人
leyy	男方
lfaa	罢工
lfag	四十七
lfam	轒
lfan	园艺
lfar	园区
lfat	围攻
lfbb	转子
lfbc	团聚
lfbm	转出
lfbn	罢了
lfce	思考能力
lfcg	黑马
lfci	囩
lfcl	圔
lfcm	围观
lfco	罴
lfcu	罢
lfcy	転
lfdg	四十三
lfdh	默契
lfdj	轜
lfdm	黑布
lfdp	转达
lfeh	转用
lfeu	墨脱
lfew	置办
lffb	园地
lffc	转动
lffd	围城
lfff	围墙
lffg	畦
lffh	罫
lffl	转载
lffm	黔南
lffn	转卖
lffy	畤
lfga	转型
lfgf	置于
lfgg	四十五
lfgh	转正
lfgj	轰动一时
lfgk	转速
lfgq	四十万
lfhe	转瞬
lfhf	置
lfhk	转战
lfho	㸃
lfhv	转眼
lfhw	䡩
lfia	连云港
lfii	墨水
lfim	黑洞
lfip	转学
lfis	黑河
lfjh	畊
lfjk	囲
lfju	黑暗
lfjy	黑影
lfke	辕
lfkk	转口
lfkm	团员
lfkw	䡿
lflf	默默
lflh	四十四
lflk	团圆
lfll	园田
lfls	围困
lfmf	罱
lfmh	转帐
lfmm	黑山
lfmt	转账
lfnh	围
lfnt	转发
lfny	转
lfoa	黭
lfob	黦
lfoc	䵥
lfod	黩
lfoe	黝
lfof	墨
lfog	转业
lfoh	䁿
lfoi	黥
lfoj	黯
lfok	黠
lfol	黸
lfom	黜
lfon	黔
lfoq	黟
lfor	䵮
lfos	䵲
lfot	黢
lfou	黑
lfow	黰
lfox	黣
lfoy	默
lfph	䡹
lfpt	黑客
lfpw	黑窝
lfqc	黑色
lfqd	默然
lfqk	署名
lfqn	䡇
lfqv	园
lfrd	团拜
lfrp	因地制宜
lfrq	转换
lfrr	黑白
lfrt	转播
lfsa	围棋
lfsg	园丁
lfsr	黑板
lfss	园林
lfsu	围栏
lfsw	转机
lfta	团长
lfte	团
lftf	转告
lftj	署
lftm	转向
lftq	转移
lftv	团委
lfty	转入
lfud	转送
lfuf	圉
lfug	回过头来
lfuj	车载斗量
lfuk	团支部
lfuo	鸅
lfut	转产
lfuu	国土资源部
lfuw	歝
lfuy	团支部书记
lfve	围垦
lfvg	轌
lfvi	转录
lfvj	围剿
lfvp	转嫁
lfvt	四十九
lfwf	䡜
lfwk	轖
lfwo	团伙
lfws	团体
lfwt	四十八
lfww	黑人
lfwx	转化
lfwy	置信
lfxa	围绕
lfxf	团结
lfxt	置疑
lfxv	墨绿
lfxw	转给
lfxy	轻声细语
lfyh	转让
lfyk	默哀
lfym	黑市
lfyo	转变
lfyt	转为
lfyw	默认
lgaa	车工
lgap	国营
lgbb	车子
lgbf	国际
lgbh	国耻
lgbn	囤
lgbu	国联
lgbw	车队
lgby	国防
lgcf	轾
lgcg	车马
lgcq	罪责难逃
lgcw	畏难
lgdd	国大
lgde	国有
lgds	车厢
lgec	车胎
lged	圊
lgef	圑
lgeg	辅助
lgei	圂
lgen	国力
lgeu	畏
lgew	国办
lgey	辅
lgff	国土
lgfl	车载
lgfn	车场
lgft	国都
lgfu	国境
lgga	车型
lggg	国王
lggh	国政
lggk	车速
lggl	国画
lghc	车皮
lghd	囸
lghf	罡
lghj	㓻
lgif	国法
lgig	罪恶滔天
lgit	轻于鸿毛
lgiy	车流
lgjj	畀
lgju	罪恶昭彰
lgjv	辐照
lgkd	圄
lgke	睘
lgkg	鹮
lgkl	辐
lgkn	翾
lgko	䴉
lglg	车辆
lglm	车轴
lglw	车轮
lgmm	輌
lgmw	辆
lgna	国民
lgnf	辅导
lgng	国情
lgnh	车
lgnn	国书
lgoa	国度
lgod	国庆
lgol	国库
lgoq	连珠炮
lgos	车床
lgoy	国粹
lgpe	回天之力
lgpg	国家
lgpj	国宴
lgpr	国宾
lgpw	车窗
lgpy	车祸
lgqh	国外
lgqn	軏
lgrc	车把
lgrh	男青年
lgrt	国手
lgsf	车票
lgsk	国歌
lgst	国格
lgtd	国籍
lgte	国务
lgtg	国策
lgtm	辐射
lgtt	圆珠笔
lgud	车头
lgue	车前
lguf	軯
lguh	车站
lguj	车间
lguq	车次
lgut	国产
lguu	国立
lguy	国门
lgvl	輺
lgvq	鑋
lgwd	国优
lgwf	国会
lgwg	国债
lgwh	国企
lgws	车体
lgwt	四平八稳
lgww	国人
lgwx	国货
lgyg	国语
lgyi	国
lgym	车市
lgyt	国旗
lgyu	国事访问
lgyy	国文
lhay	䡾
lhce	四通
lhcy	軙
lhdd	罪
lhdj	四百
lhdm	四面
lhee	四月
lhef	四肢
lhfg	四十
lhfh	四起
lhfp	罪过
lhgm	罪责
lhgo	罪恶
lhgq	四万
lhgu	四平
lhit	四海
lhjf	罩
lhkt	四川
lhmf	四周
lhmy	䡠
lhng	四
lhnh	甲
lhnt	轳
lhpv	罪案
lhqe	四角
lhqk	罪名
lhqt	罪犯
lhsr	甲板
lhtb	四季
lhtf	四千
lhtg	罪行
lhth	四处
lhug	罩着
lhwn	四亿
lhws	四体
lhww	罪人
lhwx	四化
lhwy	圆桌会议
lhxb	甲级
lhyy	四方
licd	车水马龙
lida	圆满成功
lidd	因小而失大
lidp	国法不容
lieg	輎
liff	罚没款
ligq	輄
lijf	䍝
lijg	㘤
ling	〇
lipd	圆满完成
lipg	疂
lipi	遝
lipt	圆满完成任务
liqu	圆满解决
liqw	㱎
lird	因小失大
liss	固沙林
litp	输油管
litx	输油管线
liwo	䳴
lixg	圆满结束
liyf	轻举妄动
liyp	四海为家
ljaf	罼
ljgo	连日来
ljgr	畼
ljlc	䡬
ljlf	圆明园
ljlg	輼
ljpl	回归祖国
ljqn	輵
ljsy	輠
ljut	因果关系
ljxx	辊
lkai	回落
lkaq	回敬
lkbg	辑
lkbi	回函
lkdb	回顾
lkdw	回春
lked	㘣
lkef	罥
lkfc	回去
lkff	回填
lkfn	回声
lkfp	回味无穷
lkga	圆形
lkgb	回击
lkgc	回到
lkgd	回天
lkgo	回来
lkhc	回眸
lkhj	圆桌
lkhm	圚
lkia	圆满
lkif	回潮
lkim	圆滑
lkit	四川省
lkiu	回溯
lkiy	回流
lkjn	回电
lkjv	回归
lkkf	回味
lkkh	回路
lkkl	䡲
lkkt	回响
lklf	回转
lklg	回国
lklu	圆圈
lkmd	团中央
lkmf	圆周
lkmi	圆
lkmq	回购
lkmu	回赠
lkna	回民
lknh	回收
lknk	回避
lknn	回忆
lkoi	回应
lkow	因噎废食
lkpd	廻
lkpg	回家
lkqn	軦
lkrb	回报
lkrk	回扣
lkrv	回执
lksh	回想
lksy	圆柱
lkta	回升
lktd	回笼
lktj	回复
lktk	回程
lktw	回答
lkud	回头
lkuj	回音
lkut	回首
lkwc	毄
lkwg	回合
lkww	四中全会
lkwy	轵
lkxq	回绝
lkxt	回乡
lkyk	回京
lkyt	回族
lkyy	回访
llbb	轰轰隆隆
llbj	田阳
llbu	田联
lldf	䍛
llfb	轻轻地
llff	圛
llfg	田埂
llfu	默默无闻
llfy	默默无语
llge	圜
llgg	轰轰烈烈
lljf	田野
llld	奰
llle	㔣
lllf	田园
lllg	疉
llll	田
lllm	罍
llln	氎
lllo	鸓
llls	櫐
lllw	团团围住
lllx	逻辑思维
llnt	逻辑性
llnu	罳
llpy	轋
llrg	逻辑推理
llrw	辗转反侧
llss	田林
lltc	田径
llud	田头
lluj	田间
llvv	男男女女
llwi	田园风光
llwl	轀
llwu	车辆保养
llye	田甲方框四车力
llyg	转轨变型
lmbd	轴承
lmdj	圌
lmdx	Α
lmdy	軮
lmfg	畘
lmfk	輖
lmfn	男同志
lmgg	略见一斑
lmgr	国内形势
lmhq	国内战争
lmnu	国内情况
lmny	轴心
lmqf	国内外市场
lmqh	国内外
lmqi	国内外经济
lmqj	国内贸易
lmqr	国内外形势
lmtg	国内先进水平
lmun	辋
lmuu	国内新闻
lmuw	国内首创
lmwk	㽯
lmwo	鷶
lmwy	軜
lmxx	α
lmyf	国内市场
lnab	国民警卫队
lnac	思茅
lnae	辗
lnbb	轏
lncw	罹难
lndm	顋
lndw	国民大会
lnff	罻
lnfh	回忆起
lnfp	思索
lnft	思考
lnfy	国情教育
lngo	国民政府
lngy	辅导班
lnha	思虑
lnhh	䡂
lnif	思潮
lnip	国民党
lnjg	思量
lnkf	䡶
lnkh	思路
lnkm	辅导员
lnlf	辗转
lnlu	回心转意
lnna	囻
lnnt	国民收入
lnpg	图书室
lnqm	轧钢
lnqn	图书馆
lnrm	轧制
lnrt	辅导报告
lnsh	思想
lnsw	轧机
lnte	㘠
lntw	国民生产总值
lnuh	辅导站
lnuo	图书资料
lnut	国民总收入
lnuw	国民总产值
lnuy	国情咨文
lnvi	回忆录
lnwe	疁
lnwy	罹
lnxa	国民经济计划
lnxf	思绪
lnxi	国民经济
lnxt	思乡
lnxu	国民经济各部门
lnxw	思维
lnyw	国民议会
lnyx	回收率
loab	国庆节
lodi	软磨硬泡
lofu	转业干部
logf	轛
logw	轐
loho	黑灯瞎火
lojj	国庆日
lonx	辘
lopw	转业军人
loqh	辚
loud	国库券
lpan	国家工商行政管理局
lpaq	国家基金
lpar	辖区
lpbw	国家队
lpce	连通
lpcn	国家验收
lpct	国家预算
lpdf	墨守成规
lpdg	置之不理
lpdi	国家不分大小
lpdk	辖
lpdn	连成
lpeg	畳
lpeh	连用
lper	置之脑后
lpet	连胜
lpfd	连城
lpfl	连载
lpfn	国家专利局
lpfp	国家规定
lpfq	輐
lpft	国家教委
lpfu	国家元首
lpfw	国家教育委员会
lpgd	连环
lpgk	连带
lpgn	国家环保局
lpgo	国家副主席
lpgs	国家政权
lphn	輨
lpia	连江
lpif	国家法
lpin	国家海洋局
lpiy	固定汇率
lpjj	连日
lpkn	国家中医药管理局
lpkp	国家另有规定
lplh	䡣
lpln	国家国有资产管理局
lplp	连连
lpls	畹町
lpmg	国家财政
lpmm	连山
lpmu	国家财产
lpmw	国家赔偿
lpnt	国家民委
lpnu	㦁
lpnw	国家发展计划委员会
lpnx	国富民强
lpny	连忙
lpon	国家烟草专卖局
lpoq	置之度外
lppm	国家补贴
lppu	国家安全部
lppw	国家安全
lppx	国家富强
lppy	国家社会主义
lpqb	畹
lpqi	连锁
lpqn	国宾馆
lpqt	国家银行
lpqu	国家独立
lprh	连年
lprn	国家技术监督局
lpro	国家制度
lpru	连接
lpse	国家权力
lpsk	国家机关工作人员
lpsn	国家档案局
lpsp	国家机密
lpss	国家机构
lpsu	国家标准
lpta	国家和地区
lptb	国家行政学院
lpth	国家重点
lptn	国家税收
lptp	因祸得福
lptr	国家科技
lptt	国家科委
lptu	国家利益
lptw	国家自然科学基金委员会
lpuq	固定资金
lpus	固定资本
lput	国家决算
lpuu	固定资产
lpvn	国家建材局
lpvy	国家建设
lpwf	黑社会
lpwk	䡥
lpwn	国家保密局
lpwr	黑社会性质
lpws	固定价格
lpwt	国家体委
lpww	国家领导人
lpxb	国家级
lpxf	连续
lpxg	国家统一
lpxn	国家统计局
lpxr	连绵
lpxt	国家经贸委
lpxw	国家经济贸易委员会
lpxy	国家经济建设
lpya	国家计划
lpyn	国家旅游局
lpyo	国家主席
lpys	国家主权
lpyt	国家计委
lpyw	连夜
lqac	连锁功能
lqah	软卧
lqan	軝
lqay	軧
lqcg	罗马
lqdg	轧钢厂
lqdi	轩然大波
lqeg	輡
lqfg	罗干
lqfq	斩钉截铁
lqfu	㝶
lqgq	罗列
lqgu	罗平
lqic	罗汉
lqjc	斀
lqjf	斣
lqjj	劅
lqjm	䫳
lqjo	鸀
lqju	蜀
lqjw	歜
lqkg	軥
lqlg	䡘
lqlk	逻辑
lqll	罗田
lqmm	罗山
lqnb	䍖
lqnn	軳
lqoh	连锁店
lqoy	㽤
lqpb	因名额有限
lqpg	罗定
lqpi	逻
lqql	罗甸
lqqn	黑色金属
lqqy	䡔
lqre	囫
lqro	连锁反应
lqrq	黯然失色
lqte	软盘
lquf	软包装
lqug	畇
lqul	黑名单
lqwg	轰然倒下
lqws	软体
lqwt	软件
lqwx	软化
lqwy	软
lqxc	国外经验
lqxu	软弱
lqyf	国外市场
lqyg	鸭
lqyl	罶
lqyo	连锁商店
lqyp	转危为安
lqyy	畂
lrae	圆白菜
lraw	团的工作
lrbt	䍟
lrcy	畈
lrdf	磛
lrdh	暂不
lrdo	连年不断
lreg	暂且
lrff	堑
lrfh	輴
lrfq	暂无
lrfr	连看都不看
lrgk	轶事
lrhk	转折点
lrhq	覱
lrip	轻描淡写
lrjf	暂
lrjs	黑白电视机
lrkh	蹔
lrle	轻手轻脚
lrlo	䍢
lrma	圆舞曲
lrmj	㟻
lrnm	固执己见
lrnu	慙
lrpg	暂定
lrpu	罪魁祸首
lrqf	錾
lrqn	䡚
lrrj	㨻
lrry	䡈
lrsu	椠
lrtf	暂告
lrtg	暂行
lrtn	因势利导
lruu	转折关头
lrvf	㜞
lrwe	䭕
lrwf	转手倒卖
lrwo	䳻
lrwy	轶
lrxe	暂缓
lrxr	转换经营机制
lsad	恩格斯
lsak	困惑
lsaw	思想工作
lscw	困难
lsdn	思想感情
lsfh	回想起
lsfm	黔西南
lsfs	连想都不敢想
lsfu	困境
lsgg	輏
lsgn	思想政治觉悟
lsgw	思想政治工作
lsgy	思想政治教育
lshg	思想上
lsik	思想活跃
lsit	思想混乱
lskg	轲
lskx	思想路线
lspg	思想家
lspw	困窘
lsqp	思想包袱
lsrb	黑板报
lsrd	困扰
lssk	墨西哥
lssu	罧
lsug	思想道德水平
lsuq	思想斗争
lsur	思想道德素质
lsut	思想道德
lsvf	思想灵魂
lsvy	思想建设
lswt	思想体系
lswu	思想修养
lsww	思想作风
lsxg	思想统一
lsyf	因材施教
lsyi	思想方法
lsyy	思想认识
ltbd	国务院办公厅
ltbe	国务院台办
ltbg	国务院副总理
ltbn	回答了
ltbp	国务院
ltce	辐射能
ltde	略有
ltdf	四处奔走
ltdi	四处奔波
ltdj	轿
ltdp	䡫
ltei	暂行办法
ltek	略加
ltey	輈
ltff	田径运动
ltfg	軠
ltfm	䡽
ltfn	軞
ltfp	暂行规定
ltga	图形
ltge	图表
ltgf	置身于
ltgj	㽚
ltgk	略带
ltgl	图画
ltgo	输入速度
ltgq	四千万
lthy	䡻
ltif	四处活动
ltip	软科学
ltjt	輹
ltjy	图景
ltkf	畧
ltkg	略
ltkh	图中
ltki	䌎
ltkr	㨼
ltlg	轿车
ltll	罪行累累
ltln	䡯
ltlt	连篇累牍
ltmf	因特网服务提供者
ltmh	鸭舌帽
ltmr	因特网
ltna	图片展
ltnd	囤积居奇
ltni	轹
ltnj	图片展览
ltnn	图书
ltoa	四季度
ltol	轓
ltpa	田径赛
ltph	因循守旧
ltpv	图案
ltqe	图解
ltqk	图象
ltqt	国务卿
ltrj	因私护照
ltrt	男选手
ltru	回答提问
ltsr	图板
ltsu	图样
ltth	图片
ltti	暂行管理办法
lttk	国务委员
lttm	略微
ltuf	轷
ltui	图
ltuj	图章
ltut	国务部长
ltvm	恩重如山
ltwh	䡮
ltwq	图像
ltwr	因条件限制
ltwu	图们
ltwy	国务会议
ltxq	图纸
ltxu	䍙
ltxy	畮
ltya	图谋
ltyt	略为
ltyu	回答记者提问
luah	軿
lubb	圈子
ludb	圈
ludd	圈套
ludf	畻
ludn	圏
luep	䡵
luga	㽨
lugf	䡭
lugh	畔
lugy	轙
luhb	轻装上阵
lujf	疃
lujm	回头是岸
lukh	回头路
lulj	罾
luln	畏首畏尾
luri	図
lusg	輶
lusr	思前想后
lutg	田间管理
lutn	轻音乐
luuf	轻装前进
luvr	男尊女卑
luwr	恩将仇报
luwx	国产化
luxt	罤
luxx	㽧
luyw	车间主任
lvbh	䣚
lvbw	男女队
lvcy	男女双方
lvdm	䫫
lvfb	较好地
lvfi	男女老少
lvfj	圕
lvgt	男女平等
lvgy	甊
lvjs	罺
lvkg	轺
lvlg	辎
lvpd	遱
lvtk	輑
lvtn	氀
lvuf	㪹
lvut	轨道
lvwo	鷜
lvyo	轨迹
lvyy	轫
lwaa	轮式
lwat	软件工程
lwbb	轮子
lwbm	输出
lwbv	界限
lwci	繋
lwck	轮台
lwcr	撃
lwcu	软件预装
lwcy	軗
lwda	四体不勤
lwdd	圙
lwdm	界面
lwdn	因人而异
lwdo	四化大业
lwdt	四人帮
lwec	轮胎
lwet	轸
lwfd	囶
lwfy	軵
lwgg	辁
lwgj	输
lwgn	软件开发
lwgs	畭
lwgw	四个现代化
lwio	轮渡
lwis	界河
lwiy	轮流
lwjh	畍
lwjj	界
lwjn	输电
lwjr	四个坚持
lwkn	软件中心
lwlf	轮转
lwlk	轮回
lwna	国企改革
lwno	䡧
lwnw	软件展览会
lwog	软件业
lwoo	固体燃料
lwoy	轮廓
lwpa	团体赛
lwpg	界定
lwpp	团体冠军
lwqn	软件包
lwqt	囚犯
lwrh	输掉
lwrj	因公护照
lwrk	团体操
lwrq	轮换
lwrs	软件技术
lwsd	轮椅
lwss	囚禁
lwte	轮船
lwtl	输血
lwto	轮番
lwts	软件移植
lwtu	畟
lwty	输入
lwud	输送
lwuk	软件产品
lwuo	软件产业
lwut	软件盗版
lwvo	鴫
lwvy	四化建设
lwwk	輍
lwwo	软件企业
lwwt	轮作
lwxf	界线
lwxn	轮
lwxv	囵
lwyc	囹
lwye	圀
lwyf	䍜
lwyg	暂住证
lwyk	国会议员
lwyn	输赢
lwyu	罖
lwyy	軓
lxbw	甲级队
lxce	思维能力
lxcy	䡏
lxdf	团结奋进
lxdh	团结在
lxdo	连续不断
lxdu	团结奋斗
lxek	累加
lxet	軪
lxfc	软弱无能
lxfe	软弱无力
lxfj	累进
lxfw	团结协作
lxge	团结互助
lxgg	团结一致
lxgn	团结一心
lxgq	累赘
lxgw	团结与合作
lxhf	羄
lxia	鸭绿江
lxiu	累
lxke	羂
lxlp	毗连
lxlx	累累
lxnt	连续性
lxqc	墨绿色
lxtk	累积
lxtp	团结稳定
lxtw	团结和带领
lxuk	轻纺产品
lxwh	连续作战
lxwo	连线作业
lxww	团结合作
lxwy	毗邻
lxxb	毘
lxxk	辔
lxxn	毗
lxxr	䡡
lxyf	累计
lybc	转变职能
lyct	辙
lycw	较难
lydd	较大
lydl	图谋不轨
lyey	畩
lyff	罚款
lyfq	较远
lyfu	罸
lygf	略高于
lygg	軴
lyih	较小
lyit	较少
lyjc	较紧
lyjf	较早
lyjg	较量
lyjj	罚
lyjq	较晚
lyki	輬
lylc	较轻
lyna	䡢
lynn	较快
lynt	国计民生
lynw	畡
lypp	较之
lypu	连衣裙
lyqe	男主角
lyqq	较多
lyrc	䍠
lyrp	较近
lyrq	转弯抹角
lyry	䍦
lyta	较长
lytd	较短
lytg	较重
lytl	因为种种原因
lytv	团市委
lyua	图文并茂
lyug	较差
lyuj	䍤
lyvb	较好
lyve	䍚
lywd	较优
lywf	回旋余地
lywn	㽘
lywq	较低
lywr	较
lywv	囥
lyxi	羉
lyxk	较强
lyxs	圞
lyxu	较弱
lyxx	圝
lyyk	较高
lyyt	较为
maaa	同甘共苦
maaf	㠏
maah	典雅
maai	典范
maan	曲艺
maay	㟞
mabb	曲子
mabj	曲阳
mada	内蒙古自治区
madd	嵌套
madg	内蒙古
madj	蠈
madm	见世面
madn	嵁
mads	同工不同酬
madt	贼
madw	㠌
mady	贜
mafc	䝸
mafw	嵌
maga	典型
magb	鄷
magc	艶
magt	豑
magu	豊
magy	㻃
mahb	峫
maht	岈
mait	山东省
maiu	岽
majg	㟙
majn	嶱
majv	䞁
majy	贎
mako	巈
maky	巏
mamf	曲周
mamm	崂山
mams	同工同酬
mang	岠
manm	同工异曲
mant	周期性
manu	㤟
mapd	䢗
mape	崂
maps	嵘
mapy	典礼
maqe	曲解
maqh	嵽
maqj	嶜
marr	曲折
mary	岖
matd	典籍
matq	峣
mats	由东向西
matu	迪斯科
maty	嵌入
maug	曲靖
mawb	㟟
mawc	㠛
mawe	䐌
mawk	㟷
mawn	曲阜
mawq	覥
mawt	敟
mawu	典
maxf	曲线
maym	曲调
mayn	㟐
mbdc	邮码
mbgh	邮政
mbgl	同出一辙
mbib	崡
mbjf	骨子里
